,instance,rule,preprocessed rules,lang
51,kclc.us,"Public posts which contain nudity, sexually explicit, or violent content must be marked with an ""NSFW"" content warning and media marked as sensitive when posting. ",public posts which contain nudity sexually explicit or violent content must be marked with an nsfw content warning and media marked as sensitive when posting,English
52,social.aaroncrocco.com,Be excellent to each other.,be excellent to each other,English
53,calamity.world,No hate speech or discrimination of any kind.,no hate speech or discrimination of any kind,English
54,calamity.world,"No harassment, stalking, or doxxing.",no harassment stalking or doxxing,non-Englsih
55,calamity.world,NSFW posts are permitted ONLY behind a content warning and NSFW media must be marked as sensitive.,nsfw posts are permitted only behind a content warning and nsfw media must be marked as sensitive,English
56,calamity.world,No sexual depictions or content involving anyone under 18 years.,no sexual depictions or content involving anyone under 18 years,English
57,calamity.world,No spam accounts and no using irrelevant hashtags to promote your posts.,no spam accounts and no using irrelevant hashtags to promote your posts,English
58,sociala.me,"Vade Retro, ici c'est mon mien !",vade retro ici cest mon mien,non-Englsih
59,mastodon.rzgierskopp.de,"Keine Beleidigung, Diskriminierung und Belästigung.
No insult, discrimination and harassment.",keine beleidigung diskriminierung und belästigung no insult discrimination and harassment,non-Englsih
60,mastodon.rzgierskopp.de,"Keine Anstiftung zu Straftaten.
No incitement to crime.",keine anstiftung zu straftaten no incitement to crime,non-Englsih
61,mastodon.rzgierskopp.de,"Keine extremistischen Inhalte.
No extremist content.",keine extremistischen inhalte no extremist content,non-Englsih
62,mastodon.rzgierskopp.de,"Sexuelle Inhalte sind entsprechend zu kennzeichnen.
Sexual content must be marked accordingly.",sexuelle inhalte sind entsprechend zu kennzeichnen sexual content must be marked accordingly,non-Englsih
63,mastodon.rzgierskopp.de,"Gewaltdarstellende Inhalte sind entsprechend zu kennzeichnen.
Content depicting violence must be marked accordingly.",gewaltdarstellende inhalte sind entsprechend zu kennzeichnen content depicting violence must be marked accordingly,non-Englsih
64,masto.phoenixlair.net,No hate!,no hate,non-Englsih
65,masto.phoenixlair.net,LBGTQ+ friendly,lbgtq friendly,non-Englsih
66,mastodon.sprawl.club,"Don't be a jerk, all right? ",dont be a jerk all right,English
67,mastodon.sprawl.club,Don't spam people,dont spam people,non-Englsih
68,mastodon.sprawl.club,Harassment or discrimination of any kind will not be tolerated here. ,harassment or discrimination of any kind will not be tolerated here,English
69,mastodon.sprawl.club,"By programmatically crawling and/or scraping content generated by the users of this instance, you agree to donate $1,000 (one thousand United States dollars) to a charity of the administrator's choice every time your automated scraper is used on this instance. You can opt-out at any time. ",by programmatically crawling andor scraping content generated by the users of this instance you agree to donate 1000 one thousand united states dollars to a charity of the administrators choice every time your automated scraper is used on this instance you can optout at any time,English
70,sn.rongyi.io,禁止一切政党相关议题，尤其是涉及某东方大国的，出于风控考虑，讨论请去别处,禁止一切政党相关议题尤其是涉及某东方大国的出于风控考虑讨论请去别处,non-Englsih
71,sn.rongyi.io,禁止通过自动化方式大规模抓取本站信息；除非用户本人同意，禁止一切形式的博文搬运出站,禁止通过自动化方式大规模抓取本站信息除非用户本人同意禁止一切形式的博文搬运出站,non-Englsih
72,hips.social,Be a good human being. ,be a good human being,non-Englsih
73,hips.social,"Do not be: a Nazi, a Bigot, a Sexist, a Racist, a Conspiracy Nut, or a Self-Promoting Multi-Level Marketing Magnate",do not be a nazi a bigot a sexist a racist a conspiracy nut or a selfpromoting multilevel marketing magnate,English
74,hips.social,Do not spread the propaganda of the aforementioned bad actors.,do not spread the propaganda of the aforementioned bad actors,English
75,hips.social,"In general, no NSFW content.",in general no nsfw content,non-Englsih
76,hips.social,"If you must post adult-oriented content, mark it as *sensitive*",if you must post adultoriented content mark it as sensitive,English
77,hips.social,"Most other rules follow from #1 and #2, but I reserve the right to intervene in any situation that a user might flag as problematic.",most other rules follow from 1 and 2 but i reserve the right to intervene in any situation that a user might flag as problematic,English
79,social.1bitsquared.com,Be kind and courteous to others,be kind and courteous to others,English
80,social.1bitsquared.com,Use welcoming and inclusive language,use welcoming and inclusive language,English
81,social.1bitsquared.com,Be respectful of differing viewpoints and experiences,be respectful of differing viewpoints and experiences,English
82,social.1bitsquared.com,Collaborate with other community members,collaborate with other community members,English
83,social.1bitsquared.com,Accept constructive criticism gracefully,accept constructive criticism gracefully,non-Englsih
84,social.1bitsquared.com,Focus on what is best for the community,focus on what is best for the community,English
85,social.1bitsquared.com,Show empathy towards other community members,show empathy towards other community members,English
86,mwtaylor.social,Follow all rules on https://mastodon.social/about,follow all rules on httpsmastodonsocialabout,English
87,social.danpalmer.me,Respect and empathy.,respect and empathy,English
88,mastodon.xcsdm.com,Don't be an asshole,dont be an asshole,English
89,mastodon.xcsdm.com,Don't discriminate against anyone,dont discriminate against anyone,non-Englsih
90,mastodon.xcsdm.com,No excessive advertising,no excessive advertising,non-Englsih
91,mastodon.xcsdm.com,Use Content Warnings for content that might be common triggers,use content warnings for content that might be common triggers,English
92,mastodon.xcsdm.com,Avoid posting sexually explicit or violent content,avoid posting sexually explicit or violent content,English
93,mastodon.xcsdm.com,You must be 16 or older to join this instance,you must be 16 or older to join this instance,English
94,mastodon.xcsdm.com,Abide by applicable laws unless it's the moral thing to do.,abide by applicable laws unless its the moral thing to do,English
95,compound.social,"Invite only, for family and friends.",invite only for family and friends,English
96,compound.social,"Keep it family friendly. Use content warnings for anything that might be for limited audiences (politics, spicy food, she wants her rocks)",keep it family friendly use content warnings for anything that might be for limited audiences politics spicy food she wants her rocks,English
97,compound.social,Don't do anything to get us defederated! ,dont do anything to get us defederated,English
98,pic.krashboyz.org,TO BE DONE,to be done,non-Englsih
99,pic.krashboyz.org,Pas de diffusion des idées d’extrême droite,pas de diffusion des idées dextrême droite,non-Englsih
100,pic.krashboyz.org,Pas de racisme,pas de racisme,non-Englsih
101,pic.krashboyz.org,Pas de xénophobie en général,pas de xénophobie en général,non-Englsih
102,pic.krashboyz.org,Pas de confusionnisme,pas de confusionnisme,non-Englsih
103,pic.krashboyz.org,Utilisation du CW pour la nudité ou la pornographie,utilisation du cw pour la nudité ou la pornographie,non-Englsih
104,pic.krashboyz.org,Pas de spam,pas de spam,non-Englsih
105,pic.krashboyz.org,Principalement francophone,principalement francophone,non-Englsih
106,pic.krashboyz.org,Discussions dans le respect des autres utilisateurs,discussions dans le respect des autres utilisateurs,non-Englsih
107,twinports.us,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
108,twinports.us,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
109,twinports.us,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
110,twinports.us,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
111,twinports.us,No content illegal in the United States,no content illegal in the united states,English
112,twinports.us,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
113,spaceup.city,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
114,spaceup.city,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
115,spaceup.city,"No harassment, dogpiling or doxxing of other people",no harassment dogpiling or doxxing of other people,English
116,spaceup.city,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
117,spaceup.city,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
118,chocot.art,居心地の良さを大切にするため、他の人には干渉しない,居心地の良さを大切にするため他の人には干渉しない,non-Englsih
119,chocot.art,他のSNSと違い、繋がりを求める場所ではない,他のsnsと違い繋がりを求める場所ではない,non-Englsih
120,chocot.art,嘘をつかない。未来の自分を守るために,嘘をつかない未来の自分を守るために,non-Englsih
121,chocot.art,「こうあるべき」という正義心は他人を苦しめるので捨てる,こうあるべきという正義心は他人を苦しめるので捨てる,non-Englsih
122,chocot.art,見返りを求めない。期待は自分と他人の両方を苦しめるため,見返りを求めない期待は自分と他人の両方を苦しめるため,non-Englsih
123,chocot.art,「〜みたい」と決めつけない。自他の可能性を奪わないため,みたいと決めつけない自他の可能性を奪わないため,non-Englsih
124,chocot.art,他人をコケにしない。醜くなる自分が未来を苦しめるから,他人をコケにしない醜くなる自分が未来を苦しめるから,non-Englsih
125,mastodon.afromunkee.live,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
126,mastodon.afromunkee.live,No spam or advertising.,no spam or advertising,non-Englsih
127,mastodon.afromunkee.live,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
128,mastodon.afromunkee.live,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
129,mastodon.afromunkee.live,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
130,mastodon.afromunkee.live,No illegal content.,no illegal content,non-Englsih
131,m.campfi.rs,Don't be rude to anyone here,dont be rude to anyone here,English
132,social.transpeak.lgbt,"No homophobia, racism, ableism, transphobia, etc.
(i.e. don’t discriminate against minorities and treat people like humans)",no homophobia racism ableism transphobia etc ie dont discriminate against minorities and treat people like humans,English
133,social.transpeak.lgbt,Be excellent to each other.,be excellent to each other,English
134,social.transpeak.lgbt,Harassment of other users is prohibited.,harassment of other users is prohibited,English
135,social.transpeak.lgbt,Do not post content that endangers or exploits children or vulnerable adults.,do not post content that endangers or exploits children or vulnerable adults,English
136,social.transpeak.lgbt,Do not post content that glorifies abusing children or vulnerable adults.,do not post content that glorifies abusing children or vulnerable adults,English
137,social.transpeak.lgbt,"All posts containing commonly triggering content (such as suicide, self-harm, sexual assault, CSA, etc.) should have an appropriate content warning. If you do not know how to use content warnings, please see the Mastodon documentation.",all posts containing commonly triggering content such as suicide selfharm sexual assault csa etc should have an appropriate content warning if you do not know how to use content warnings please see the mastodon documentation,English
138,social.transpeak.lgbt,Please hide all NSFW content behind a CW.,please hide all nsfw content behind a cw,English
139,yulran.masto.host,"This is a single-person instance so I'm not motivated enough to try to make an exhaustive list, but the majority of my interactions are with weirder.earth and scholar.social so you can expect that I'm following about the same standards as people there.",this is a singleperson instance so im not motivated enough to try to make an exhaustive list but the majority of my interactions are with weirderearth and scholarsocial so you can expect that im following about the same standards as people there,English
140,coach.masto.host,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
141,coach.masto.host,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
142,coach.masto.host,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
143,coach.masto.host,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
144,coach.masto.host,No content illegal in USA,no content illegal in usa,non-Englsih
145,coach.masto.host,Do not share false or misleading information that may lead to physical harm.,do not share false or misleading information that may lead to physical harm,English
146,coach.masto.host,No spamming or aggressive promotion. If you want to promote something do it responsibly with supporting facts and never only links.,no spamming or aggressive promotion if you want to promote something do it responsibly with supporting facts and never only links,English
147,coach.masto.host,Bots must be marked as Bot in their profile,bots must be marked as bot in their profile,English
148,coach.masto.host,Agree to the Code of Conduct and Terms of Services,agree to the code of conduct and terms of services,English
149,diddlyfx.space,no sex or p0rn - use content warnings wisely ,no sex or p0rn use content warnings wisely,English
150,diddlyfx.space,no spam or advertising,no spam or advertising,non-Englsih
151,diddlyfx.space,"no racism, sexism, homophobia, transphobia",no racism sexism homophobia transphobia,non-Englsih
152,diddlyfx.space,no illegal content,no illegal content,non-Englsih
153,diddlyfx.space,no incitement or promotion of violence or harm,no incitement or promotion of violence or harm,English
154,diddlyfx.space,no harassment or doxing,no harassment or doxing,non-Englsih
155,diddlyfx.space,"no fake news, disinformation",no fake news disinformation,English
156,diddlyfx.space,"No theft of user’s IP (content, connections, profile) for monetorisation or advertising. ",no theft of users ip content connections profile for monetorisation or advertising,English
157,diddlyfx.space,No profiling for advertising,no profiling for advertising,non-Englsih
158,diddlyfx.space,No use of user data for training of AI / LLM / Algorithms,no use of user data for training of ai llm algorithms,English
159,don.rag.pub,"It's one rule for me, and well, that's it.",its one rule for me and well thats it,English
160,acc4e.com,"Engage in respectful constructive conversations.
We are all allowed and welcome to disagree.
What is not acceptable is intolerance, harassment, hate, disrespect and illegal content.",engage in respectful constructive conversations we are all allowed and welcome to disagree what is not acceptable is intolerance harassment hate disrespect and illegal content,English
161,wellduck.me,"Be kind. (Rewind?)

Be nice to people, and when you can't be nice, be firm but polite. Then move on. Block/mute if you gotta. 
Past that, use best judgement and/or pester your friendly neighborhood admin.",be kind rewind be nice to people and when you cant be nice be firm but polite then move on blockmute if you gotta past that use best judgement andor pester your friendly neighborhood admin,English
162,wellduck.me,"Not Up For Debate

Insofar as politics may come up, they should be CW'd appropriate and such posts are not to be taken as invitations to start a ""debate."" Period.",not up for debate insofar as politics may come up they should be cwd appropriate and such posts are not to be taken as invitations to start a debate period,English
163,3rdwall.net,Don't be a jerk.,dont be a jerk,non-Englsih
164,3rdwall.net,No hacking.,no hacking,non-Englsih
165,3rdwall.net,No violence.,no violence,non-Englsih
166,3rdwall.net,No fascism.,no fascism,non-Englsih
167,3rdwall.net,No colonialism.,no colonialism,non-Englsih
168,3rdwall.net,"No white supremacy.
",no white supremacy,English
169,3rdwall.net,No religious extremism.,no religious extremism,non-Englsih
170,3rdwall.net,No nationalism.,no nationalism,non-Englsih
171,3rdwall.net,No racism.,no racism,non-Englsih
172,3rdwall.net,No homophobia.,no homophobia,non-Englsih
173,3rdwall.net,No transphobia.,no transphobia,non-Englsih
174,3rdwall.net,Safe Space: LGTBQIA+,safe space lgtbqia,non-Englsih
175,3rdwall.net,"Safe Space: neurodivergent (ADHD, Autism, etc.)",safe space neurodivergent adhd autism etc,non-Englsih
176,3rdwall.net,No speaking over the lived experiences of others.,no speaking over the lived experiences of others,English
177,social.nerdyfam.tech,Please follow Wheaton's Law,please follow wheatons law,English
178,social.nerdyfam.tech,"There's supposedly a line between dark humor and being offensive, but we've yet to find it. Though many of us personally are not offended by dark humor, please do not publicly post bigotry here. This is meant to be a safe place. If you are blatantly offensive, you will be banned. ",theres supposedly a line between dark humor and being offensive but weve yet to find it though many of us personally are not offended by dark humor please do not publicly post bigotry here this is meant to be a safe place if you are blatantly offensive you will be banned,English
179,teldarpaper.com,Be Kind ❤️,be kind ️,non-Englsih
180,mastodon.darkflame.dev,Rule is not a list,rule is not a list,English
181,flaki.social,"There is only one rule.

Not ruling out the possibility that one day this unruly server might be rule-gulated, but that is not now nor is it anytime soon.",there is only one rule not ruling out the possibility that one day this unruly server might be rulegulated but that is not now nor is it anytime soon,English
182,dataare.cool,"Be geeky, be kind",be geeky be kind,non-Englsih
183,dataare.cool,Cite!,cite,non-Englsih
184,dataare.cool,Black lives matter,black lives matter,non-Englsih
185,dataare.cool,Trans rights are human rights,trans rights are human rights,English
186,chipprbots.com,Rule is not a list,rule is not a list,English
187,smol.cafe,Respect EVERYBODY!,respect everybody,English
188,cdrum.social,This is a single user server.,this is a single user server,English
189,iway.social," No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
190,iway.social, No incitement of violence or promotion of violent ideologies ,no incitement of violence or promotion of violent ideologies,English
191,iway.social," No harassment, dogpiling or doxxing of other users ",no harassment dogpiling or doxxing of other users,English
192,iway.social, No content illegal in Switzerland ,no content illegal in switzerland,non-Englsih
193,iway.social, Do not share intentionally false or misleading information ,do not share intentionally false or misleading information,English
194,iway.social, Be excelent to each other ,be excelent to each other,English
195,mastodon.ok1bt.cz,Hlavně žádný homo!,hlavně žádný homo,non-Englsih
196,evamadeonline.com,"Everyone is welcome here. But understand that this is an instance supporting a specific community and fandom. We are more then happy to welcome you in, but you are the one coming to us. Treat everyone with respect, and take the time to get to know the instance.",everyone is welcome here but understand that this is an instance supporting a specific community and fandom we are more then happy to welcome you in but you are the one coming to us treat everyone with respect and take the time to get to know the instance,English
197,evamadeonline.com,All fan art should be posted with a link to the original artist. Official art from Studio Khara should be mark as such as well.,all fan art should be posted with a link to the original artist official art from studio khara should be mark as such as well,English
198,evamadeonline.com,"All NSFW Content needs to be marked as such, especially visual content.",all nsfw content needs to be marked as such especially visual content,English
199,social.yearg.in,You must be either Stephen or Samantha Yeargin to have an account on this server.,you must be either stephen or samantha yeargin to have an account on this server,English
200,sixfeetup.social,A great place to be a Sixie,a great place to be a sixie,English
201,amphora.social,This server is for Employees and Contractors of Amphora Research Systems and related companies. ,this server is for employees and contractors of amphora research systems and related companies,English
202,mastodon.gramschladen.de,Don't be a dick,dont be a dick,English
203,mastodon.gramschladen.de,Being far right means being a dick. ,being far right means being a dick,English
204,mastodon.gramschladen.de,"When you post content, make sure you got the permission from the original creator, if it's not your own content. ",when you post content make sure you got the permission from the original creator if its not your own content,English
205,mastodon.gramschladen.de,You must not post anything what is illegal in Germany. ,you must not post anything what is illegal in germany,English
206,commons.whatiwanttoknow.org,Rule is not a list,rule is not a list,English
207,social.xcetera.biz,"Behave yourself, all of you.. me... us",behave yourself all of you me us,English
208,osten.social,Sei immer freundlich und höflich. Behandle andere mit Respekt.,sei immer freundlich und höflich behandle andere mit respekt,non-Englsih
209,osten.social,"Belästige und beleidige niemanden und unterlasse persönliche Angriffe.Weder allein noch als Gruppe. Das Veröffentlichen oder die Androhung von Veröffentlichung von personen-identifizierenden Informationen (""doxing"") wird als Belästigung ausgelegt.",belästige und beleidige niemanden und unterlasse persönliche angriffeweder allein noch als gruppe das veröffentlichen oder die androhung von veröffentlichung von personenidentifizierenden informationen doxing wird als belästigung ausgelegt,non-Englsih
210,osten.social,"Die Nutzung oder Befürwortung von rassistischer, sexistischer, homophober, transphober, behindertenfeindlicher und anderweitig diskriminierender oder hasserfüllter Sprache wird nicht geduldet",die nutzung oder befürwortung von rassistischer sexistischer homophober transphober behindertenfeindlicher und anderweitig diskriminierender oder hasserfüllter sprache wird nicht geduldet,non-Englsih
211,osten.social,Nachgewiesene Falschinformationen/Fakenews (inkl. Verschwörungstheorien) sind hier unerwünscht,nachgewiesene falschinformationenfakenews inkl verschwörungstheorien sind hier unerwünscht,non-Englsih
212,mastodon.shatteredsky.net,No illegal content.,no illegal content,non-Englsih
213,mastodon.shatteredsky.net,"No harassment, incitement of violence, promotion of violent ideologies, dogpiling, or doxxing of anyone.",no harassment incitement of violence promotion of violent ideologies dogpiling or doxxing of anyone,English
214,mastodon.shatteredsky.net,"No racism, sexism, homophobia, transphobia, xenophobia, casteism, or other behavior of the kind.",no racism sexism homophobia transphobia xenophobia casteism or other behavior of the kind,English
215,mastodon.shatteredsky.net,Do not share intentionally false or misleading information. You have a responsibility to reasonably vet the content you share to ensure it meets this standard.,do not share intentionally false or misleading information you have a responsibility to reasonably vet the content you share to ensure it meets this standard,English
216,mastodon.shatteredsky.net,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
217,fd.toripota.com,僕がルールだ！,僕がルールだ,non-Englsih
218,skyhoppers.club,"Zero tolerance for hate or harassment, including transphobia, homophobia, racism, sexism, etc. ",zero tolerance for hate or harassment including transphobia homophobia racism sexism etc,English
219,skyhoppers.club,"Keep discussions civil. Disagreements are natural, but bullying and harassment are not.",keep discussions civil disagreements are natural but bullying and harassment are not,English
220,skyhoppers.club,Tag all NSFW content and use content warnings when discussing things that could be considered sensitive (use your best judgment).,tag all nsfw content and use content warnings when discussing things that could be considered sensitive use your best judgment,English
221,skyhoppers.club,Remember to add alt text to your images please. Thank you! 😎,remember to add alt text to your images please thank you,English
222,scuttle.cloud,Be nice to one another,be nice to one another,English
223,scuttle.cloud,"Please be respectful of others. Age, gender, sexual orientation, gender identity, background, etc. are all _NOT_ reasons to be unpleasant.",please be respectful of others age gender sexual orientation gender identity background etc are all _not_ reasons to be unpleasant,English
224,scuttle.cloud,"Everyone is encouraged to report inappropriate behaviour, which will be listened to, and action will always be taken. This action ranges from a warning, to a full ban. Moderation decisions will be made using the Paradox of Tolerance (https://en.wikipedia.org/wiki/Paradox_of_tolerance).",everyone is encouraged to report inappropriate behaviour which will be listened to and action will always be taken this action ranges from a warning to a full ban moderation decisions will be made using the paradox of tolerance httpsenwikipediaorgwikiparadox_of_tolerance,English
225,scuttle.cloud,"Expect anything you post on scuttle.cloud to be public, including direct messages - that way you can never be surprised or embarrassed",expect anything you post on scuttlecloud to be public including direct messages that way you can never be surprised or embarrassed,English
226,scuttle.cloud,"If you apply for an account on scuttle.cloud, and you've actually read the rules, please end your ""Why do you want to join?"" question with the phrase ""donkey balls""",if you apply for an account on scuttlecloud and youve actually read the rules please end your why do you want to join question with the phrase donkey balls,English
227,scuttle.cloud,"No spam, no commercial advertising (you may occasional post personal listings), no threats of violence.",no spam no commercial advertising you may occasional post personal listings no threats of violence,English
228,scuttle.cloud,"No illegal content - this server is hosted in Finland, but managed in the UK - meaning that the laws of _BOTH_ countries apply here",no illegal content this server is hosted in finland but managed in the uk meaning that the laws of _both_ countries apply here,English
229,scuttle.cloud,"Your right to free speech does not automatically confer the right to be obnoxious. As such, expect to be challenged for such behaviour",your right to free speech does not automatically confer the right to be obnoxious as such expect to be challenged for such behaviour,English
230,social.nextgamers.eu,Be nice to each other!,be nice to each other,English
231,retrohangout.club,"We treat other people with respect regardless of their gender, race and religion",we treat other people with respect regardless of their gender race and religion,English
232,retrohangout.club,"We use welcoming language and inclusive language towards our fellow human beings
",we use welcoming language and inclusive language towards our fellow human beings,English
233,retrohangout.club,"We refrain from trolling and using insulting/derogatory comments as well as personal attacks
 ",we refrain from trolling and using insultingderogatory comments as well as personal attacks,English
234,retrohangout.club," We don't publish other people's private information or reveal their identity
",we dont publish other peoples private information or reveal their identity,English
235,photon.surf,Respect everyone,respect everyone,English
236,photon.surf,Don't post unlawful things,dont post unlawful things,English
237,photon.surf,"Please flag explicit violence, pornography, pedophilia",please flag explicit violence pornography pedophilia,English
238,photon.surf,Don't question administration choices,dont question administration choices,non-Englsih
