,Unnamed: 0.1,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules,formality label,formality score,genre label,genre score
47,47,74,chitter.xyz,No posting others' personal information or private exchanges without permission.,no posting others personal information or private exchanges without permission,English,no posting others personal information or private exchanges without permission,informal,0.9882209300994873,Legal,Legal
48,48,75,chitter.xyz,"Do not continue to engage a person, or incite others to do so, after they have requested otherwise.
",do not continue to engage a person or incite others to do so after they have requested otherwise,English,do not continue to engage a person or incite others to do so after they have requested otherwise,formal,0.9467800855636597,Legal,Legal
49,49,76,chitter.xyz,"No content that is illegal in the United Kingdom, Germany, or France. This includes ""grey area"" content such as sexualized, artistic depictions of minors.",no content that is illegal in the united kingdom germany or france this includes grey area content such as sexualized artistic depictions of minors,English,no content that is illegal in the united kingdom germany or france this includes grey area content such as sexualized artistic depictions of minors,formal,0.8649810552597046,Legal,Legal
50,50,77,chitter.xyz,"Sexual or sexually suggestive content must be tagged as such, with a clear content warning. Avatars and profile banners must be clean.
",sexual or sexually suggestive content must be tagged as such with a clear content warning avatars and profile banners must be clean,English,sexual or sexually suggestive content must be tagged as such with a clear content warning avatars and profile banners must be clean,formal,0.8797377347946167,Instruction,Instruction
51,51,78,chitter.xyz,"Same goes for artistic depictions of graphic violence or gore. Real pictures and recordings of gore and violence are generally not acceptable, you better have a really good reason. Shock value is not a good reason.
",same goes for artistic depictions of graphic violence or gore real pictures and recordings of gore and violence are generally not acceptable you better have a really good reason shock value is not a good reason,English,same goes for artistic depictions of graphic violence or gore real pictures and recordings of gore and violence are generally not acceptable you better have a really good reason shock value is not a good reason,informal,0.92121422290802,Forum,Forum
52,52,79,chitter.xyz,"Bots are OK as long as they don't post to the public TL more than twice a day and don't interact with folks out of the blue. That means no followbots.
",bots are ok as long as they dont post to the public tl more than twice a day and dont interact with folks out of the blue that means no followbots,English,bots are ok as long as they dont post to the public tl more than twice a day and dont interact with folks out of the blue that means no followbots,informal,0.9975009560585022,Forum,Forum
53,53,80,chitter.xyz,"When in doubt about something you'd like to post, ask a mod. When in doubt about something you saw posted, report liberally.",when in doubt about something youd like to post ask a mod when in doubt about something you saw posted report liberally,English,when in doubt about something youd like to post ask a mod when in doubt about something you saw posted report liberally,informal,0.9970449805259705,Promotion,Promotion
54,54,81,chitter.xyz,We may take administrative action for reasons not listed here.,we may take administrative action for reasons not listed here,English,we may take administrative action for reasons not listed here,informal,0.5523797273635864,Legal,Legal
55,55,82,bonn.social,"Fühl Dich wie zu Hause in Bonn. Benimm Dich so, als könnten wir uns morgen wieder persönlich auf der Straße begegnen.",fühl dich wie zu hause in bonn benimm dich so als könnten wir uns morgen wieder persönlich auf der straße begegnen,non-Englsih,Feel like at home in Bonn behave as if we could meet each other personally on the street tomorrow,formal,0.9910270571708679,Opinion/Argumentation,Opinion/Argumentation
56,56,83,bonn.social,Als Nutzer*in von Bonn.social bist Du für Deine eigenen Inhalte verantwortlich.,als nutzerin von bonnsocial bist du für deine eigenen inhalte verantwortlich,non-Englsih,"As a user of BonnSocial, you are responsible for your own content",formal,0.9984214305877686,Instruction,Instruction
57,57,84,bonn.social,Missbrauch kannst Du mit den Reporting-Tools oder unter email@bonn.digital melden. ,missbrauch kannst du mit den reportingtools oder unter emailbonndigital melden,non-Englsih,You can report abuse with the reporting tools or under email bonus,formal,0.9967542290687561,Instruction,Instruction
58,58,85,bonn.social,"Wir entwickeln die Regeln für diese Instanz so weiter, dass sich hier jeder wohlfühlen kann.",wir entwickeln die regeln für diese instanz so weiter dass sich hier jeder wohlfühlen kann,non-Englsih,We develop the rules for this instance so that everyone can feel comfortable here,formal,0.997414231300354,Promotion,Promotion
59,59,86,tablegame.mstdn.cloud,このサーバーが設置されている日本の法律に従ってください,このサーバーが設置されている日本の法律に従ってください,non-Englsih,Follow the Japanese law where this server is installed,formal,0.9956623911857605,Instruction,Instruction
60,60,87,tablegame.mstdn.cloud,故意にこのサーバーや連合している他のサーバー、そしてそれぞれのユーザーに迷惑をかけないでください,故意にこのサーバーや連合している他のサーバーそしてそれぞれのユーザーに迷惑をかけないでください,non-Englsih,"Don't bother this server, other coalition servers, and each user",informal,0.9156795144081116,Forum,Forum
61,61,88,oransns.com,人であることをバレてはいけない,人であることをバレてはいけない,non-Englsih,Don't be a person,informal,0.7591854929924011,Instruction,Instruction
62,62,89,oransns.com,あなたはbot、そうあなたはbotなのです,あなたはbotそうあなたはbotなのです,non-Englsih,You are bot so you are bot,informal,0.791641354560852,Forum,Forum
63,63,90,tenforward.social,"No racism

",no racism,non-Englsih,no racism,informal,0.9902772903442383,Information/Explanation,Information/Explanation
64,64,91,tenforward.social,No sexism,no sexism,non-Englsih,no sexism,informal,0.992099940776825,Promotion,Promotion
65,65,92,tenforward.social,No queerphobia,no queerphobia,non-Englsih,No queerphobia,informal,0.8466939926147461,Prose/Lyrical,Prose/Lyrical
66,66,93,tenforward.social,No fascists or fascist adjacents,no fascists or fascist adjacents,non-Englsih,no fascists or fascist adjacents,informal,0.9946223497390747,Opinion/Argumentation,Opinion/Argumentation
67,67,94,tenforward.social,No ableism,no ableism,non-Englsih,no ableism,informal,0.9869182705879211,Information/Explanation,Information/Explanation
68,68,95,otogamer.me,みんななかよく,みんななかよく,non-Englsih,Everyone is good,informal,0.6975182294845581,Promotion,Promotion
69,69,96,mikumikudance.cloud,日本国内の法律及び各自治体の条例を守ってください,日本国内の法律及び各自治体の条例を守ってください,non-Englsih,Please follow the laws of Japan and the regulations of each local government,formal,0.9974761605262756,Instruction,Instruction
70,70,97,mikumikudance.cloud,過度に露骨な性や暴力を表現した投稿はしないでください,過度に露骨な性や暴力を表現した投稿はしないでください,non-Englsih,Do not post that expresses excessively explicit gender and violence,formal,0.9981462955474854,Instruction,Instruction
71,71,98,mikumikudance.cloud,差別的な行為や誹謗中傷などは行わないでください,差別的な行為や誹謗中傷などは行わないでください,non-Englsih,Please do not do discriminatory acts or slander,formal,0.979432225227356,Legal,Legal
72,72,99,mstdn.mx,NO SE ACEPTAN CUENTAS NI BOTS DE MARKETING,no se aceptan cuentas ni bots de marketing,non-Englsih,No accounts or marketing bots are accepted,formal,0.9796392917633057,Promotion,Promotion
73,73,100,mstdn.mx,"NO PORN (de ningún tipo: soft, loli, etc.)",no porn de ningún tipo soft loli etc,non-Englsih,Not porn of any soft loli etc,informal,0.996947705745697,Forum,Forum
74,74,101,mstdn.mx,"NO Discriminación (raza, género, preferencia, identidad, clase, etc.)",no discriminación raza género preferencia identidad clase etc,non-Englsih,NO DISCRIMINATION GENDER GENDER PREFERENCE CLASS ETC etc.,informal,0.996040940284729,Information/Explanation,Information/Explanation
75,75,102,mstdn.mx,"No se acepta propaganda política, de ningún tipo, de ninguna persona, de ningún país",no se acepta propaganda política de ningún tipo de ninguna persona de ningún país,non-Englsih,No political propaganda of any type of any country is accepted,formal,0.987057626247406,Promotion,Promotion
76,76,103,mstdn.mx,"NO SPAM (usar la cuenta solo para anunciar productos/servicios, crossposting, postear imágenes y/o texto indiscriminadamente, etc...)",no spam usar la cuenta solo para anunciar productosservicios crossposting postear imágenes yo texto indiscriminadamente etc,non-Englsih,Do not spam Use the account just to announce products CrossPosting Services posting images indiscriminately etc.,formal,0.8287404775619507,Instruction,Instruction
77,77,104,mstdn.mx,"Toda expresión de odio, acoso o ataque personal está prohibido.",toda expresión de odio acoso o ataque personal está prohibido,non-Englsih,Any expression of hate harassment or personal attack is prohibited,formal,0.9936581254005432,Legal,Legal
78,78,105,mstdn.mx,Todo tema controversial (como política) debe publicarse con un Content Warning (CW),todo tema controversial como política debe publicarse con un content warning cw,non-Englsih,Any controversial issue as a policy must be published with a content warning cw,formal,0.9840561151504517,Legal,Legal
79,79,106,mastodon.uy,No difusión de contenido/actividad ilegales en Uruguay,no difusión de contenidoactividad ilegales en uruguay,non-Englsih,NO DISSEMINATION OF CONTENT illegal activity in Uruguay,informal,0.9783559441566467,Information/Explanation,Information/Explanation
80,80,107,mastodon.uy,"No contenido con pedofília, acoso, doxxing o violencia explícita...",no contenido con pedofília acoso doxxing o violencia explícita,non-Englsih,Not contained with pedophilia doxxing or explicit violence,formal,0.9871529936790466,Information/Explanation,Information/Explanation
81,81,108,mastodon.uy,"No discriminación, homofobia, xenofobia, sexismo, discurso de odio...",no discriminación homofobia xenofobia sexismo discurso de odio,non-Englsih,non -discrimination homophobia xenophobia sexism hate speech,informal,0.997238278388977,Information/Explanation,Information/Explanation
82,82,109,mastodon.uy,"No contenido o apología a la violencia, fascismo o nazismo",no contenido o apología a la violencia fascismo o nazismo,non-Englsih,No contained or apology to violence fascism or Nazism,formal,0.9373024106025696,Information/Explanation,Information/Explanation
83,83,110,mastodon.uy,"No inundar visualmente, ni bots ni cuentas con fines de marketing",no inundar visualmente ni bots ni cuentas con fines de marketing,non-Englsih,Do not flood visually or bots or accounts for marketing purposes,formal,0.9777503609657288,Instruction,Instruction
84,84,111,mastodon.uy,No publicaciones sexualmente explícitas sin advertencia de contenido,no publicaciones sexualmente explícitas sin advertencia de contenido,non-Englsih,No sexually explicit publications without content warning,formal,0.9230746626853943,News,News
85,85,112,mastodon.pl,"Nie używaj rasistowskich, seksistowskich, homofobicznych, transfobicznych, ableistycznych lub w inny sposób dyskryminujących innych ludzi wypowiedzi. Unikaj języka nienawiści. Nie promuj nienawistnych ideologii.",nie używaj rasistowskich seksistowskich homofobicznych transfobicznych ableistycznych lub w inny sposób dyskryminujących innych ludzi wypowiedzi unikaj języka nienawiści nie promuj nienawistnych ideologii,non-Englsih,"Do not use racist sexist homophobic transphobic ableistic or otherwise discriminating against other people, avoid hate language, do not promote hateful ideologies",formal,0.998576283454895,Legal,Legal
86,86,113,mastodon.pl,Nie wolno nękać ani uczestniczyć w grupowym nękaniu kogokolwiek lub w inny sposób angażować się w ataki osobiste. Publikowanie lub grożenie publikacją danych osobowych innych osób jest traktowane jako nękanie.,nie wolno nękać ani uczestniczyć w grupowym nękaniu kogokolwiek lub w inny sposób angażować się w ataki osobiste publikowanie lub grożenie publikacją danych osobowych innych osób jest traktowane jako nękanie,non-Englsih,"You must not harass or participate in a group harassment of anyone or in a different way to get involved in personal attacks, publishing or threatening the publication of personal data of other people is treated as harassment",formal,0.9986282587051392,Legal,Legal
87,87,114,mastodon.pl,"Pisanie postów za pomocą automatycznego narzędzia jest w porządku, o ile jesteś aktywnym członkiem społeczności. Nie lubimy kont, których aktywność sprowadza się jedynie do automatycznej publikacji postów.",pisanie postów za pomocą automatycznego narzędzia jest w porządku o ile jesteś aktywnym członkiem społeczności nie lubimy kont których aktywność sprowadza się jedynie do automatycznej publikacji postów,non-Englsih,"Writing posts with the help of an automatic tool is fine if you are an active member of the community, we do not like accounts whose activity only boils down to the automatic publication of posts",formal,0.9986521601676941,Instruction,Instruction
88,88,115,mastodon.pl,"Nie zamieszczaj spamu. Tooty (posty), które nie są niczym innym niż linkiem i/lub zawierają nadmierną ilość hashtagów możemy potraktować jako spam, podobnie jak każdą nadmiernie komercyjną autopromocję. Pisz o swojej działalności, ale nie rób tego w przesadnie komercyjny sposób.",nie zamieszczaj spamu tooty posty które nie są niczym innym niż linkiem ilub zawierają nadmierną ilość hashtagów możemy potraktować jako spam podobnie jak każdą nadmiernie komercyjną autopromocję pisz o swojej działalności ale nie rób tego w przesadnie komercyjny sposób,non-Englsih,"Do not post spam toota posts that are nothing other than the Ilub link contain excessive number of hashtags, we can treat as spam, like any excessive commercial self -promotion, write about your activities but do not do it in an excessively commercial way",formal,0.9986332058906555,Instruction,Instruction
89,89,116,mastodon.pl,Unikaj publikacji postów na tematy zapalne i kontrowersyjne bez ostrzeżenia o takiej treści. Mastodon ma narzędzie do oznaczania takich postów więc korzystaj z niego jeśli publikowana treść może być kontrowersyjna dla niektórych odbiorców.,unikaj publikacji postów na tematy zapalne i kontrowersyjne bez ostrzeżenia o takiej treści mastodon ma narzędzie do oznaczania takich postów więc korzystaj z niego jeśli publikowana treść może być kontrowersyjna dla niektórych odbiorców,non-Englsih,Avoid publishing posts on inflammatory and controversial topics without warning with this content Mastodon has a tool for marking such posts so use it if the published content may be controversial for some recipients,formal,0.9986394047737122,Instruction,Instruction
90,90,117,mastodon.pl,"Staraj się nie angażować w wyzwiska, nieprzyjemne epitety, ataki ad hominem ani inne niegodne zachowania. Krytykuj idee, niekoniecznie ludzi.",staraj się nie angażować w wyzwiska nieprzyjemne epitety ataki ad hominem ani inne niegodne zachowania krytykuj idee niekoniecznie ludzi,non-Englsih,Try not to engage in insults unpleasant epithets Ad hominus attacks or other unworthy behaviors criticize the ideas of not necessarily people,formal,0.9986390471458435,Instruction,Instruction
91,91,118,mastodon.pl,"Nie stawaj w roli policjanta. Wpis może naruszać standardy grzeczności, które ustaliliśmy, ale postaraj się nie krytykować użytkowników za jego sposób czy ton komunikacji. Nie angażuj sie w to. Jeśli w jakiś sposób dana Ci przeszkadza możesz użytkownika zgłosić lub nie krępuj się go zablokować :)",nie stawaj w roli policjanta wpis może naruszać standardy grzeczności które ustaliliśmy ale postaraj się nie krytykować użytkowników za jego sposób czy ton komunikacji nie angażuj sie w to jeśli w jakiś sposób dana ci przeszkadza możesz użytkownika zgłosić lub nie krępuj się go zablokować,non-Englsih,"Do not stand as a policeman, the entry may violate the standards of the courtesy we have determined but try not to criticize users for his way or tonnes of communication, do not engage in it if you have somehow bother you, you can report or not block it",formal,0.9986489415168762,Legal,Legal
92,92,119,mastodon.pl,"Mastodon.pl to instancja dla polskiej społeczności stąd taka domena i nazwa ""Mastodon Polska"". Staraj się pisać w naszym ojczystym języku. Dopuszczamy język angielski, ale umówmy się, niech to nie będzie język dominujący i jedyny w Twoich postach.",mastodonpl to instancja dla polskiej społeczności stąd taka domena i nazwa mastodon polska staraj się pisać w naszym ojczystym języku dopuszczamy język angielski ale umówmy się niech to nie będzie język dominujący i jedyny w twoich postach,non-Englsih,"Mastodonpl is an instance for the Polish community, hence such a domain and name Mastodon Polska Try to write in our native language we allow English but let's agree, let it not be a dominant language and the only one in your posts",formal,0.9983059167861938,Forum,Forum
93,93,120,mstdn-bike.net,日本国内法は守ってください,日本国内法は守ってください,non-Englsih,Please protect Japanese domestic law,formal,0.9970408082008362,Instruction,Instruction
94,94,121,mstdn-bike.net,露骨な性表現や暴力的なメディアの禁止,露骨な性表現や暴力的なメディアの禁止,non-Englsih,Extremely sexual expression and violent media prohibition,formal,0.9854727387428284,Information/Explanation,Information/Explanation
95,95,122,mstdn-bike.net,差別行為・暴力行為を行わないこと,差別行為暴力行為を行わないこと,non-Englsih,Do not perform violence,formal,0.9921907782554626,Instruction,Instruction
96,96,123,mstdn-bike.net,他のユーザーに対する嫌がらせ行為の禁止,他のユーザーに対する嫌がらせ行為の禁止,non-Englsih,Prohibition of harassment acts on other users,formal,0.9897472858428955,Information/Explanation,Information/Explanation
97,97,124,mastodon.mit.edu,"The safety of yourself, of others, and of property should have highest priority.",the safety of yourself of others and of property should have highest priority,English,the safety of yourself of others and of property should have highest priority,informal,0.9268494844436646,Promotion,Promotion
98,98,125,mastodon.mit.edu,Safety is more important than getting boosts and faves.,safety is more important than getting boosts and faves,English,safety is more important than getting boosts and faves,informal,0.9936303496360779,News,News
99,99,126,mastodon.mit.edu,Be subtle: leave no evidence you were here.,be subtle leave no evidence you were here,English,be subtle leave no evidence you were here,informal,0.9959839582443237,Prose/Lyrical,Prose/Lyrical
100,100,127,mastodon.mit.edu,Brute force is the last resort of the incompetent.,brute force is the last resort of the incompetent,English,brute force is the last resort of the incompetent,informal,0.9656037092208862,Information/Explanation,Information/Explanation
101,101,128,mastodon.mit.edu,"Leave things as you found them or better. Cause no permanent damage while on this instance. If you find something broken, contact an admin.",leave things as you found them or better cause no permanent damage while on this instance if you find something broken contact an admin,English,leave things as you found them or better cause no permanent damage while on this instance if you find something broken contact an admin,informal,0.9899777173995972,Instruction,Instruction
102,102,129,mastodon.mit.edu,"Do not steal anything; if you must borrow something, leave a note saying when it will be returned and remember to return it.",do not steal anything if you must borrow something leave a note saying when it will be returned and remember to return it,English,do not steal anything if you must borrow something leave a note saying when it will be returned and remember to return it,formal,0.7518934607505798,Promotion,Promotion
