id,name,english,n_rules,instance_type,rules_list,Prescriptive,Restrictive,Behavior/Content/Format Allowed,Consequences/Moderation/Enforcement,Advertising & Commercialization,Copyright/ Piracy,Doxxing/ Personal Info,Harassment,Hate Speech,Images,Links & Outside Content,Low-Quality Content,NSFW,Off-topic/topic specific,Personal Army/Brigading/Dogpiling,Personality,Politics,Reddiquette/ Sitewide,Reposting/Crossposting,Spam,Spoilers,Trolling,Incitement of Violence,Mis/Disinformation/Conspiracy,Illegal Content,No CSAM,Content Warnings,Gore/Violence,Animal abuse,Impersonation,Server Interference,Other form of oppresive -ism,Automated tools,English Language Only,Moderator power,Age Restriction,Privacy Norms,NFT/Crypto,AI generated content,Codes of Conduct,Defederation,Sign Up
6365b5f780bb3f03b435a273,mastodonapp.uk,Y,8,Regional,"No spam, harrassment, dogpiling or doxxing of other users, this includes mass and spam reportin",,1,,,,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
6365b5f780bb3f03b435a273,mastodonapp.uk,Y,8,Regional,No content illegal in The United Kingdom,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
6365b5f780bb3f03b435a273,mastodonapp.uk,Y,8,Regional,"No intentionally false or misleading information. By extension, do not pose as persons of interest. ",,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,
6365b5f780bb3f03b435a273,mastodonapp.uk,Y,8,Regional,"Controversial, reactionary, NSFW, and satirical or similar content may be removed if not obviously Content Warned where appropriate.",,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
6365b5f780bb3f03b435a273,mastodonapp.uk,Y,8,Regional,The sites staff team will ultimately have the final say on any and all moderation actions.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
58fd6992c0b12e17d56bb66e,mastodon.sdf.org,Y,5,General,This server abides by the Mastodon Covenant,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
58fd6992c0b12e17d56bb66e,mastodon.sdf.org,Y,5,General,"Organizations are welcome to engage with the community in a non-commercial, non-advertising manner.",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58fd6992c0b12e17d56bb66e,mastodon.sdf.org,Y,5,General,"Artists, musicians, writers and artisans are welcome to engage with the community regarding their craft.",1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58fd6992c0b12e17d56bb66e,mastodon.sdf.org,Y,5,General,"Do not engage in harassment, hateful content or posts of a derogatory nature.",,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58fd6992c0b12e17d56bb66e,mastodon.sdf.org,Y,5,General,Do not make advertising posts for the sake of purely promoting a commercial product or service.,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,No posting other artist's work without credit AND analysis/opinion .,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,Posting the same content on multiple instances in order to spam local and/or federated timelines is not permitted.,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,Respect other users' boundaries.,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,"Tag sensitive content such as violence/blood, graphic nudity, lewd content, and other potentially upsetting or triggering topics, AND hide them under a Content Warning (CW). ",1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,"No trolling, microaggressions, or harassment. See the Code of Conduct for the full list.",,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,"No unapproved bots, advertising, or spam (this does *not* mean your shop links and commission pages! Please share those often!).",,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,"No racism, sexism, discrimination against gender and sexual minorities, ableism, fatmisia, xenophobia and/or violent nationalism, or the advocation of all of the above.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,"No content that includes sexual depictions of minors (this includes loli), content illegal in Germany and/or France, such as holocaust denial or Nazi symbolism, conduct promoting the ideology of National Socialism.",,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,•ART has a zero-tolerance mandate for harassment or bullying — your account will be immediately suspended.,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,"Conduct intended to stalk or harass users, impede users from using the service, degrade the performance of the service, or incite others to perform any of the aforementioned actions, is disallowed. ",1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,No NFT content. None at all. There are crypto-related instances on the fediverse that would be more suitable.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,No AI art allowed at all,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
58f19472762338151ee6d8a9,mastodon.art,Y,13,Interest,No flooding the public timelines (making lots of public posts in quick succession).,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,"Respect the laws of Germany and the Isle of Man, including those related to hate speech and defamation.",1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,"Threatening, abusive, intolerant or illegal behavior may lead to moderation and/or further measures. We have a zero tolerance approach to racism, sexism, homophobia and transphobia. Moderation decisions are final. ",,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,"The Content Warning flag should be used for NSFW content, and NSFW media should be marked as sensitive.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,"Account registrations are monitored and accounts considered spam (including commercial advertising, political campaigning/propaganda, duplicate accounts or impersonating legal entities) will be moderated or removed.",,1,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,Do not harass or bully other users.,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,Do not share illegal or copyrighted content.,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,Do not spam or engage in any form of malicious activity.,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,"Keep discussions civil and respectful, and refrain from using derogatory language or engaging in personal attacks.",1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,Do not reveal personal information about other people without their consent.,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,Use appropriate tags and content warnings when posting potentially sensitive or triggering content.,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,"If you see a violation of these rules, report it to the moderation team.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
5fea48ea88f1bd03b0d0fe35,c.im,Y,12,General,"To use our service, you are at least 18 years old.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5debf51bf075d202acccce9d,sfba.social,Y,7,Regional,"Do not post pornography, illegal, illicit, or unlicensed content.",,1,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5debf51bf075d202acccce9d,sfba.social,Y,7,Regional,"Do not use slurs or discriminatory or hateful jokes and language, including (but not limited to) racism, sexism, homophobia, and transphobia; including tone policing or critiquing lived experience.",,1,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5debf51bf075d202acccce9d,sfba.social,Y,7,Regional,"Do not post spam. For example, a post with only a link or an image.",,1,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5debf51bf075d202acccce9d,sfba.social,Y,7,Regional,"Do not harass anyone, post other people’s personally identifying information (“doxing”), or incite violence against anyone.",,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
5debf51bf075d202acccce9d,sfba.social,Y,7,Regional,"Do not post in bad faith, engage in name-calling, or ad hominem attacks. Criticize ideas, not people.",,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5debf51bf075d202acccce9d,sfba.social,Y,7,Regional,Do not promote crypto-related content such as cryptocurrencies or NFTs.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5debf51bf075d202acccce9d,sfba.social,Y,7,Regional,Follow the community code of conduct: https://hub.sfba.social/code-of-conduct  Use content warnings (CW) and #hashtags liberally. Be nice and have fun!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
6363fe9a80bb3f03b435a24d,toot.community,Y,7,General,Sexually explicit or violent media must be marked as sensitive when posting.,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
6363fe9a80bb3f03b435a24d,toot.community,Y,7,General,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6363fe9a80bb3f03b435a24d,toot.community,Y,7,General,No incitement of violence or promotion of violent ideologies.,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
6363fe9a80bb3f03b435a24d,toot.community,Y,7,General,"No harassment, dogpiling or doxxing of other users.",,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363fe9a80bb3f03b435a24d,toot.community,Y,7,General,No content illegal in The Netherlands.,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
6363fe9a80bb3f03b435a24d,toot.community,Y,7,General,Do not share intentionally false or misleading information.,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
6363fe9a80bb3f03b435a24d,toot.community,Y,7,General,"Add a Content Warning (CW) to any toots that may hurt or trigger people like religion, gore, spoilers, or sensitive topics.",1,,,,,,,,1,,,,,,,1,,,,,1,,,,,,1,1,,,,1,,,,,,,,,,
636e921580bb3f03b435a4bf,mastodon.ie,Y,3,Regional,Don't Be A Ballox,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
636e921580bb3f03b435a4bf,mastodon.ie,Y,3,Regional,"No bigotry, racism, xenophobia, sexism, homophobia, transphobia, anti-Traveller speech or any hate speech.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
636e921580bb3f03b435a4bf,mastodon.ie,Y,3,Regional,No unsolicited DMs,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,You may not threaten or glorify violence against an individual or a group of people.,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,You may not threaten or promote terrorism or violent extremism,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,We have zero tolerance for child sexual exploitation.,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,"You may not engage in the targeted harassment, or incite others to do so. ",,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,"You may not promote or threaten violence against, or harass anyone on the basis of race, ethnicity, national origin, caste, sexual orientation, gender, gender identity, religious affiliation, age, disability, or serious disease.",,1,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,Sensitive content must have content warnings. Sensitive and explicit content must not be used in user profiles or header images.,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,"You may not post, threaten to post, or encourage others to post anyone's private information without their express permission.",,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,You may not post misinformation or disinformation.,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,"You may not impersonate individuals, groups, or organizations in a manner to mislead, confuse, or deceive others.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest," You may not violate the intellectual property rights, including copyrights and trademarks of others.",,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63714c9f80bb3f03b435a581,newsie.social,Y,11,Interest,"Do not spam. This includes commercial advertising, promotional campaigns, and SEO.",,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5902e7820c4b3c46f854d296,mathstodon.xyz,Y,5,Interest,Don’t do anything that’s illegal in the UK or EU.,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5902e7820c4b3c46f854d296,mathstodon.xyz,Y,5,Interest,Aggression and elitism are unwelcome here - it’s not a competition. Don’t assume you know better than the person you’re talking to.,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,
5902e7820c4b3c46f854d296,mathstodon.xyz,Y,5,Interest,"We want to be inclusive; do not engage in exclusionary behaviour or language against anyone based on their race, caste, gender (binary, assigned or otherwise), disability, mental health, sexual orientation, level of education or age.",1,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
5902e7820c4b3c46f854d296,mathstodon.xyz,Y,5,Interest,Don’t make exclusionary jokes. Don’t even make them “ironically”.,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5902e7820c4b3c46f854d296,mathstodon.xyz,Y,5,Interest,"Don’t harass people. Unconsented contact or sexual attention can constitute harassment, even if it wasn’t intended to cause upset. Dressing or acting in a certain way is not consent.",,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"No accounts that promote crytptocurrency
",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"No police/military organization accounts
",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"No sexual depictions of children
",,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"No uncurated news bots posting
",,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"No untagged nudity, pornography and sexually explicit content
",,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"No untagged gore and extremely graphic violence
",,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"No stalking or harassment of other users
",,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"Do not use bots to abuse other people. Punch up, not down
",,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"Respect the standards of the fediverse. If a human would likely add CW to a post, a bot should also add a CW.",1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"Your signup request must include the magic word!

The magic word is.... spreadsheet",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"No mirrors of someone else's Twitter accounts. If they want to be here, they can create their own account.

",,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,
58e3ece7e1a16a694963891f,botsin.space,Y,12,General,"No interactions with people who don't opt in to the interaction. If you mention another user, they must either follow the bot, or they must've started the interaction themselves.
",,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637b2fc3d94dca7f11e7b564,mastodon.green,Y,9,Regional,"Try 30-days for free, only 1,50 € (+VAT) per month after. No algorithms or ads to waste your time. We use 20 % of membership fees to plant trees. Change your plan or cancel at any time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
637b2fc3d94dca7f11e7b564,mastodon.green,Y,9,Regional,Please abide by the community standards,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
637b2fc3d94dca7f11e7b564,mastodon.green,Y,9,Regional,"You can use any official EU language, Icelandic and Norwegian on this server",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
637b2fc3d94dca7f11e7b564,mastodon.green,Y,9,Regional,No sexually explicit images or video,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637b2fc3d94dca7f11e7b564,mastodon.green,Y,9,Regional,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
637b2fc3d94dca7f11e7b564,mastodon.green,Y,9,Regional,No incitement of violence or promotion of violent ideologies,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
637b2fc3d94dca7f11e7b564,mastodon.green,Y,9,Regional,"No harassment, dogpiling or doxxing of other users",,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
637b2fc3d94dca7f11e7b564,mastodon.green,Y,9,Regional,No illegal content,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
637b2fc3d94dca7f11e7b564,mastodon.green,Y,9,Regional,No false or misleading information,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
5ffc110e88f1bd03b0d0fe57,social.cologne,Y,8,Regional,Treat others with respect,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffc110e88f1bd03b0d0fe57,social.cologne,Y,8,Regional,Use appropriate tone,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffc110e88f1bd03b0d0fe57,social.cologne,Y,8,Regional,Respect privacy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
5ffc110e88f1bd03b0d0fe57,social.cologne,Y,8,Regional,Comply with applicable law,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5ffc110e88f1bd03b0d0fe57,social.cologne,Y,8,Regional,Avoid misinformation,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
5ffc110e88f1bd03b0d0fe57,social.cologne,Y,8,Regional,No spam posts,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5ffc110e88f1bd03b0d0fe57,social.cologne,Y,8,Regional,Mark sensitive content (CW),1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
5ffc110e88f1bd03b0d0fe57,social.cologne,Y,8,Regional,You must be older than 16 years,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5d6c693fa6e56d23f7b4018f,indieweb.social,Y,7,Interest,No spam or excessive self-promoting in posts.,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5d6c693fa6e56d23f7b4018f,indieweb.social,Y,7,Interest,No bots that are not labeled as such in their profile.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
5d6c693fa6e56d23f7b4018f,indieweb.social,Y,7,Interest,Keep conversations civil and respectful even in disagreement.,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5d6c693fa6e56d23f7b4018f,indieweb.social,Y,7,Interest,"No racism, sexism, homophobia, transphobia, xenophobia, anti-Semitism, or casteism",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5d6c693fa6e56d23f7b4018f,indieweb.social,Y,7,Interest,No sexually explicit or violent posts or media allowed,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
5d6c693fa6e56d23f7b4018f,indieweb.social,Y,7,Interest,No incitement of violence or promotion of violent ideologies,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
5d6c693fa6e56d23f7b4018f,indieweb.social,Y,7,Interest,No illegal content.,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No bots

... unless they're cute, funny, or useful. Bots should avoid posting to the public timeline.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No pornography or nudity, or something that would be considered ""NSFW"" in a workplace, even behind a NSFW warning. In particular, no sexual depictions of children.",,1,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No gore or graphic violence. Again, if you wouldn't post it at work, you definitely shouldn't be posting it here.",,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,Use content warnings. Content that is borderline NSFW or could be construed as NSFW at a glance should be put behind a CW (Content Warning),1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No racism. This should go without saying, but unfortunately it doesn't.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No sexism

... or pretty much any other -ism",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No discrimination. Any discrimination based on gender, sexual minority, sexual orientation, disability, physical appearance, body size, race, ethnicity, religion (or lack thereof), or national origin, will result in your account and content being removed.",,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,No xenophobia. This includes violent nationalism.,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No holocaust denialism. No Nazi symbolism, promotion of National Socialism, or anything that is illegal in the European Union",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,No stalking or harassment of any kind,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
