instance,period,timestamp,instance_name,rules,user_count,note
cupoftea.social,jan-feb2024,20230201131308,CupOfTea.Social,"[{""id"": ""1"", ""text"": ""Be Respectful, Content that is racist, sexist, hateful, nasty or discriminatory is not welcome.""}, {""id"": ""2"", ""text"": ""No harassment, dogpiling or doxxing of other users""}, {""id"": ""3"", ""text"": ""No incitement of violence or promotion of violent ideologies""}, {""id"": ""4"", ""text"": ""Sexually explicit ,violent  or sensitive media must be marked as such when posting\r\n""}, {""id"": ""5"", ""text"": ""No spam , Porn or S**t Posting, Its just not for this server ""}, {""id"": ""6"", ""text"": ""No accounts setup purely to sell something / Fake Engagement (Such As Investments/NFT/Cryptos/Wealth stuff) ""}]",4080,available-blue-dot
merveilles.town,jan-feb2024,20231126020327,Merveilles,"[{""id"": ""11"", ""text"": ""One must respect the Code of Conduct.""}, {""id"": ""12"", ""text"": ""One must remember the Three Gates Of Speech.\r\n""}, {""id"": ""13"", ""text"": ""One must wear a Black & White avatar.\r\n""}, {""id"": ""14"", ""text"": ""Please read through the rest of this extended about page for more information.""}]",647,available-blue-dot
cosocial.ca,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
woof.group,jan-feb2024,20250529025037,woof.group,"[{""id"": ""1"", ""text"": ""Be kind!"", ""hint"": """"}, {""id"": ""2"", ""text"": ""If it'd be fine in a bar or public leather event space, it doesn't need a flag here. Use sensitive media flags or content warnings for things you'd take to the back bar or a private room. "", ""hint"": """"}, {""id"": ""3"", ""text"": ""We're trans-inclusive, body-positive, and anti-racist here."", ""hint"": """"}, {""id"": ""4"", ""text"": ""You must be over 18 years of age."", ""hint"": """"}, {""id"": ""5"", ""text"": ""You must have the legal rights to any content you post."", ""hint"": """"}, {""id"": ""6"", ""text"": ""When you apply, tell us a bit about your connection to queer leather/kink/BDSM."", ""hint"": """"}]",2853,available-blue-dot
uuchten.lu,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
g0v.social,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
social.opensource.org,jan-feb2024,20230302230912,OSI Mastodon,"[{""id"": ""1"", ""text"": ""All posts carried by this server must abide by OSI's Code of Conduct at https://opensource.org/codeofconduct/""}, {""id"": ""2"", ""text"": ""Posts are carried at the absolute discretion of the OSI Executive Director who will remove any post that is considered against the code of conduct or is considered inappropriate and/or suspend access for any user and/or any server.""}]",3,available-blue-dot
oslo.town,jan-feb2024,20231110194735,Ditt lokale sosiale nettverk — oslo.town,"[{""id"": ""7"", ""text"": ""Treat people with kindness 💖""}, {""id"": ""10"", ""text"": ""No racism, homophobia, xenophobia, sexism, discrimination, nazis. 🛑""}, {""id"": ""12"", ""text"": ""Report bad or suspicious activity ⚠️  Use the block button when needed 🚫 ""}, {""id"": ""19"", ""text"": ""Use a Content Warning (CW) when posting sexual, graphic, and potentially triggering subject matters 🫣""}, {""id"": ""20"", ""text"": ""Think carefully before sharing personal information 🔐 ""}, {""id"": ""21"", ""text"": ""Bleep-bloop-bleep. No robots 🤖 ""}]",2247,available-blue-dot
digitalcourage.social,jan-feb2024,20230928000420,digitalcourage.social,"[{""id"": ""6"", ""text"": ""Alle Menschen, die sich für eine lebenswerte Welt engagieren wollen, sind bei uns willkommen. Wir möchten einen respektvollen Umgang miteinander pflegen und gute Gastgeber.innen sein. ""}, {""id"": ""7"", ""text"": ""Sollte uns das einmal nicht gelingen, gehe nicht einfach nur still weg, sondern sprich uns bitte an, damit sich alle Beteiligten bei uns wohlfühlen und einbringen können.""}]",2686,available-blue-dot
sciencemastodon.com,jan-feb2024,20221107235909,Science Mastodon,"[{""id"": ""6"", ""text"": ""Please be as kind, polite, and understanding as you would be in a cocktail party of friends and strangers. Harassment, racism, bullying will get you shown to the door.""}, {""id"": ""2"", ""text"": ""Users may not be anonymous, at least while this site is in its infancy. ""}, {""id"": ""4"", ""text"": ""Users should be scientists or journalists. ""}, {""id"": ""5"", ""text"": ""If your application is rejected, please see rules 2 and/or 3.""}]",194,available-blue-dot
mastodon.gamedev.place,jan-feb2024,20240103092320,Gamedev Mastodon,"[{""id"": ""1"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting""}, {""id"": ""2"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism""}, {""id"": ""3"", ""text"": ""No incitement of violence or promotion of violent ideologies""}, {""id"": ""4"", ""text"": ""No harassment, dogpiling or doxxing of other users""}, {""id"": ""5"", ""text"": ""No content illegal in EU""}, {""id"": ""6"", ""text"": ""Do not share intentionally false or misleading information""}]",30276,cdx-window
social.treehouse.systems,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
social.mikutter.hachune.net,jan-feb2024,20221020153255,mikutter,"[{""id"": ""1"", ""text"": ""えあい""}, {""id"": ""2"", ""text"": ""みたらしだんご""}, {""id"": ""3"", ""text"": ""kb10uy""}]",420,available-blue-dot
mastodon.math.unipd.it,jan-feb2024,20250716120116,mastodon.math.unipd.it,"[{""id"": ""1"", ""text"": ""- use 'mastodon.math.unipd.it' as server""}]",20,available-blue-dot
journa.host,jan-feb2024,20230624145043,Mastodon,"[{""id"": ""9"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting.""}, {""id"": ""10"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, antisemitism, or casteism.""}, {""id"": ""11"", ""text"": ""No incitement of violence or promotion of violent ideologies.""}, {""id"": ""12"", ""text"": ""No harassment of or dogpiling other users.""}, {""id"": ""13"", ""text"": ""Do not share intentionally false or misleading information.""}, {""id"": ""14"", ""text"": ""This is a server for journalists. If you are not a journalist, please look to one of the many other servers that exist. There are HUNDREDS you can find: https://joinmastodon.org/servers or https://instances.social/.""}, {""id"": ""16"", ""text"": ""No ad hominem attacks. Don’t discredit someone because of who they are. ""}, {""id"": ""17"", ""text"": ""Do not propagate misinformation or disinformation. ""}, {""id"": ""19"", ""text"": ""Don’t harass anyone, especially the moderators. Harassment can be difficult to define fully, but any sort of slurs or prejudicial comments based on identity will be removed. Repeated harassment will prompt a suspension.""}, {""id"": ""20"", ""text"": ""Do not encourage violence, either implicitly or explicitly.""}, {""id"": ""21"", ""text"": ""Hate speech is not tolerated. This includes racism, misogyny, transphobia, homophobia and religious intolerance such as anti-semitism. This list is illustrative but not exhaustive. ""}]",3003,available-blue-dot
kommentakerfid.is,jan-feb2024,20240919145213,Kommentakerfið - Vertu virkur!,"[{""id"": ""1"", ""text"": ""Enginn hatursáróður\r\n\r\nÞað er bannað að vera með eða endurbirta hatursáróður. Dæmi: rasismi, transfóbía""}, {""id"": ""2"", ""text"": ""Innihaldsviðvörun (CW) á nekt\r\n\r\nSetjið innihaldsviðvörun á nekt. Auðvitað geta verið undantekningar þannig að þið notið dómgreindina.""}, {""id"": ""3"", ""text"": ""Crypto (Bitcoin, NFT og þess háttar)\r\n\r\nFarið varlega þegar þið deilið efni sem fjallar um Crypto af því það er mikið um vafasamar fullyrðingar og tilboð.""}, {""id"": ""4"", ""text"": ""Ofbeldi og fólk í neyð\r\n\r\nNotið innihaldsviðvaranir á efni sem inniheldur ofbeldi. Ekki deila myndum af fólki í neyð ef líkur eru á því að það vilji ekki að slíkt efni fari í dreifingu.""}, {""id"": ""5"", ""text"": ""Engar falsfréttir\r\n\r\nEkki deila tenglum á falsfréttamiðla (þó allir geri stundum mistök í að meta slíkt).""}, {""id"": ""6"", ""text"": ""Breytingar á færslum\r\n\r\nÞað er mögulegt að breyta færslum á Mastodon. Vinsamlegast farið varlega í að breyta færslum sem þegar eru komnar í dreifingu (og búnar að fá endurbirtingar). Sumsé, ekki breyta færslum á villandi hátt þannig að meining þeirra breytist.""}]",20,available-blue-dot
pixelfed.fr,jan-feb2024,20250710073801,Pixelfed,"[{""id"": ""1"", ""text"": ""Pas de diffusion des idées d’extrême droite""}, {""id"": ""2"", ""text"": ""Pas de racisme""}, {""id"": ""3"", ""text"": ""Pas de xénophobie en général""}, {""id"": ""4"", ""text"": ""Pas de confusionnisme""}, {""id"": ""5"", ""text"": ""Utilisation du CW pour la nudité ou la pornographie""}, {""id"": ""6"", ""text"": ""Pas de spam""}, {""id"": ""7"", ""text"": ""Principalement francophone""}, {""id"": ""8"", ""text"": ""Discussions dans le respect des autres utilisateurs""}, {""id"": ""9"", ""text"": ""Pas d'intelligence artificielle""}]",11707,available-blue-dot
veganism.social,jan-feb2024,20240218215217,Veganism Social,"[{""id"": ""25"", ""text"": ""No speciesism, animal abuse, carnists, omnivores, vegetarians, or other non-vegans""}, {""id"": ""26"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting""}, {""id"": ""27"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, fatphobia, or casteism""}, {""id"": ""28"", ""text"": ""No incitement of violence or promotion of violent ideologies""}, {""id"": ""29"", ""text"": ""No harassment or doxxing of other users""}, {""id"": ""30"", ""text"": ""Do not share intentionally false or misleading information""}]",2891,cdx-window
podcastindex.social,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
mastodon.coffee,jan-feb2024,20230530212459,Mastodon ☕,"[{""id"": ""1"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting.""}, {""id"": ""2"", ""text"": ""No spam or advertising.""}, {""id"": ""3"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism.""}, {""id"": ""4"", ""text"": ""No incitement of violence or promotion of violent ideologies.""}, {""id"": ""5"", ""text"": ""No harassment, dogpiling or doxxing of other users.""}, {""id"": ""6"", ""text"": ""No illegal content.""}, {""id"": ""7"", ""text"": ""Drink coffee! (not required)""}]",1405,available-blue-dot
akademienl.social,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
pub.osrx.social,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
dbg.social,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
ioc.exchange,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
hci.social,jan-feb2024,20221107235909,hci.social,"[{""id"": ""8"", ""text"": ""Treating everyone with respect and consideration; under the umbrella of respect, we expect all participants to be mindful of their speech and behaviors.""}, {""id"": ""9"", ""text"": ""Communicating openly and thoughtfully with others and being considerate of the multitude of views and opinions that may be different than your own.""}, {""id"": ""10"", ""text"": ""Being respectful and mindful in your critique of ideas.""}, {""id"": ""11"", ""text"": ""Respecting others’ identities in full, e.g., using their specified pronouns.""}, {""id"": ""12"", ""text"": ""Respecting others’ right to engage or disengage in conversation.""}, {""id"": ""13"", ""text"": ""Accepting responsibility to take action, as bystanders and advocates, to call out and report misbehavior and to hold each other accountable to these rules.""}, {""id"": ""14"", ""text"": ""Comments that target other participants based on characteristics such as gender, gender identity and expression, sexual orientation, race, ethnicity, age, ability, status, physical appearance, body size, or religion.""}, {""id"": ""15"", ""text"": ""Unwelcome personal attention, particularly when one individual has authority over the other.""}, {""id"": ""16"", ""text"": ""Persistent, unwanted attempts to contact another group member, particularly when one individual has authority over the other.""}, {""id"": ""17"", ""text"": ""Deliberate intimidation, stalking, or threats of violence.""}, {""id"": ""18"", ""text"": ""Sustained disruption of presentations, events, or online discussion.""}, {""id"": ""19"", ""text"": ""Advocating for, or encouraging, any of the above behavior.""}]",1169,available-blue-dot
martianbase.net,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
pixelfed.de,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
en.osm.town,jan-feb2024,20250127192649,OSM Town | Mapstodon for OpenStreetMap,"[{""id"": ""4"", ""text"": ""Follow the instance Code of Conduct: https://en.osm.town/about"", ""hint"": """"}, {""id"": ""5"", ""text"": ""Have fun"", ""hint"": """"}]",972,available-blue-dot
kolektiva.social,jan-feb2024,20221203043816,kolektiva.social,"[{""id"": ""1"", ""text"": ""No racism, misogyny, homo/transphobia, ableism or other oppressive behaviour. ""}, {""id"": ""2"", ""text"": ""No right wing bullshit and no authoritarian left wing apologetics. ""}, {""id"": ""3"", ""text"": ""No harassment.""}, {""id"": ""4"", ""text"": ""No electoral propaganda/campaigning.""}, {""id"": ""5"", ""text"": ""No misinformation or conspiracy theories.""}, {""id"": ""6"", ""text"": ""No promotion of capitalism, meritocracy or a commercial enterprise.""}, {""id"": ""7"", ""text"": ""No spam.""}, {""id"": ""8"", ""text"": ""No sexualized images without consent.""}]",27250,available-blue-dot
genomic.social,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
mailcow.social,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
ruhr.social,jan-feb2024,,,null,,no valid snapshot Jan-Feb 2024
