,id,content,created_at,mentions,tags,favourites_count,replies_count
533,111252257835336224,<p>I’m a POC. I’m gay. I’m Buddhist. And just a little gender fluid at times. I don’t fit in a lot of places. But I found a safe space here. I found a community here that I love. </p><p>I’m sorry others haven’t. I’m sorry they’ve experienced harassment and don’t feel a part of the many communities built here. But people need to stop speaking on behalf of me and other POC here as if they’re the ultimate authority on racism and bigotry. And they need to stop coming for the family I’ve built here.</p>,2023-10-17 20:32:15+00:00,[],[],0,0
551,111253249028095909,"<p>Our paper presents two case studies---ML fairness evaluation and screenplay adaptation---and two scenarios---taxi trips in NYC and scientometric analysis of IEEE VIS publications. See the paper for more details.</p><p>Naimul will be presenting the paper on Wed, Oct 25. (He is also on the faculty job market and you should totally chat with him: <a href=""https://naimulh0que.github.io"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">naimulh0que.github.io</span><span class=""invisible""></span></a>). </p><p>PDF: <a href=""https://users.umiacs.umd.edu/~elm/projects/dataopsy/dataopsy.pdf"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">users.umiacs.umd.edu/~elm/proj</span><span class=""invisible"">ects/dataopsy/dataopsy.pdf</span></a><br>arXiv: <a href=""https://arxiv.org/abs/2308.02764"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">arxiv.org/abs/2308.02764</span><span class=""invisible""></span></a><br>Youtube: <a href=""https://youtu.be/YL-rSCg5Gdc"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">youtu.be/YL-rSCg5Gdc</span><span class=""invisible""></span></a></p><p>/end</p>",2023-10-18 00:44:11+00:00,[],[],0,0
568,111253255043220575,"<p>Jesus, they're doing ""The Love Boat"" in space at the intro.</p>",2023-10-18 00:45:49+00:00,[],[],0,0
571,111253205009705137,"<p>Changed my profile pic for a while, cos I'm dressing up for the Halloween season.  For those of you that want to see my cute face, here she is!</p><p>(And telling me I'm cute is always appreciated :blobbee_plead: )</p>",2023-10-18 00:33:07+00:00,[],[],0,0
575,111253244020820893,"<p>We took the family out to a trick-or-treat event at the park! The kids got plenty of candy to keep them wound up for the next three weeks 🤪</p><p>And clearly, the best time to get outdoor selfies is at sunset! ☺️</p>",2023-10-18 00:43:03+00:00,[],[],0,0
599,111253266124469755,"<p>""The fuuuuuuck booooooat"".</p>",2023-10-18 00:48:38+00:00,[],[],0,0
645,111253281800639184,"<p>""We have this quaint thing called 'due process of law'"".</p><p>oooooh, go get 'em Buck.</p>",2023-10-18 00:52:37+00:00,[],[],0,0
691,111253298503714189,"<p>""We shall fuck with your temperature worse than a building supervisor in winter"".</p>",2023-10-18 00:56:52+00:00,[],[],0,0
713,111253305429604367,"<p>Of course they needed to have a bunch of ""passengers"" on the ship so they could have their ""Monsters are due on Maple Street"".</p>",2023-10-18 00:58:38+00:00,[],[],0,0
729,111253311316948964,"<p>""I think frats are full of fascists"" YOU'RE NOT WRONG, GIRLY</p>",2023-10-18 01:00:06+00:00,[],[],0,0
742,111253315365203801,"<p>""Perhaps you should come with me""</p><p>Do not make me use my eagle-glare again.</p>",2023-10-18 01:01:09+00:00,[],[],0,0
780,111253326274504279,<p>LMAO</p>,2023-10-18 01:03:42+00:00,[],[],0,0
788,111253329549061076,"<p>I can't believe this, Musk is actually on fast-track of potentially destroying Twitter.</p><p>They are starting to test a program where new users can only use Twitter in a read-only state, and they need to pay $1/month to gain ""write access"".</p><p>Source:<br><a href=""https://twitter.com/Support/status/1714429406192582896"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">twitter.com/Support/status/171</span><span class=""invisible"">4429406192582896</span></a></p>",2023-10-18 01:04:46+00:00,[],[],0,0
809,111253338645951443,"<p>[October 17, 2023] Baltimore Sun: Johns Hopkins University plans to change title of English professorship named after wife of prominent MD slave owner<br><a href=""https://www.resetera.com/threads/776048"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class="""">resetera.com/threads/776048</span><span class=""invisible""></span></a><br><a href=""https://botsin.space/tags/resetera"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>resetera</span></a></p>",2023-10-18 01:06:41+00:00,[],"[{'name': 'resetera', 'url': 'https://genomic.social/tags/resetera'}]",0,0
835,111253346757947912,"<p>""Too hot""</p><p>And the betrayal is at hand...</p>",2023-10-18 01:09:08+00:00,[],[],0,0
870,111253360626879145,"<p>Oh, the passengers are going to vote on whether to betray the Dorian.</p>",2023-10-18 01:12:37+00:00,[],[],0,0
892,111253199974321305,"<p>Generative AI but the AI is actually Air, Water, Goop, Semen, etc. Also it generates inside you</p>",2023-10-18 00:31:50+00:00,[],[],0,0
898,111253372175931038,"<p>Apparently every door in this show can be ""lasered"" open.</p>",2023-10-18 01:15:36+00:00,[],[],0,0
905,111253283136281687,"<p><span>NOOOO WAYYY the twitter without filipinos and new zealanders update just dropped<br>literally who's going to pay a dollar to enter the nazi hellhole that you've created </span>​:Forgor:​<span><br>especially in a low-income area like the phillipines, every dollar matters over there </span>😭</p>",2023-10-18 00:52:59.609000+00:00,[],[],0,0
916,111253346820022945,<p>Today's vibe is eject.</p>,2023-10-18 01:09:11+00:00,[],[],0,0
924,111253378220915056,"<p>Well, the usual sunny-side up of this show took a dark turn. The passengers essentially spaced the woman.</p>",2023-10-18 01:17:08+00:00,[],[],0,0
955,111253390095863003,"<p>Watch out, boys, he's holding up the ""Bruce Lee"" hands.</p>",2023-10-18 01:20:10+00:00,[],[],0,0
967,111253394308465774,<p>It is we who are the monsters.</p>,2023-10-18 01:21:14+00:00,[],[],0,0
974,111253397316574671,<p>.<br>　　　　　☼ <br>　　.Oo.　　　.o0<br>　<br>　<br>　<br>~~~~~~ߐ~~~~~ n¡ ~~<br> 　 　  　 　 　   .   　 　　　     ·    　　　</p>,2023-10-18 01:22:01+00:00,[],[],0,0
1000,111253406368977407,<p>Plenty of monsters to go around in this episode.</p><p>And now the people who wear the wrestling masks are grappling with their mask tradition.</p>,2023-10-18 01:24:18+00:00,[],[],0,0
1009,111252240697514849,"<p>my mum called me today and was like ""hey, remember my friend with the son who was having a really hard time and had to drop out of university because his depression and eating disorder was so bad? well her name is [girl name] now and she's just finished her degree and she's doing great""</p><p>I don't even know this girl but I'm so happy for her</p>",2023-10-17 20:27:53+00:00,[],[],0,0
1018,111253414470416482,"<p>Wow, this really saves on actors.</p>",2023-10-18 01:26:21+00:00,[],[],0,0
1040,111253423280679040,"<p>Anyone who thinks the IDF doesn't lie about whether they kill innocent people when convenient, I refer you to the lives (and deaths) of Shireen Abu Akleh and Rachel Corrie.</p>",2023-10-18 01:28:37+00:00,[],[],0,0
1056,111253359993423225,<p>When I grow up I want to have a power glance like Greta Thunberg while being arrested for protesting against the UK government's undying support of oil companies.</p>,2023-10-18 01:12:32+00:00,[],[],0,0
1068,111252961210256166,"<p>More from ~2016 (I'll keep it all in this thread), here's some of my moody boys from my OA project (90% of the characters I draw are from this project, and nearly all of them are emotional outlets as well).</p><p>I distinctly remember listening to ""Up &amp; Up"" by Coldplay on loop while drawing the first one lol</p><p><a href=""https://yiff.life/tags/art"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>art</span></a> <a href=""https://yiff.life/tags/originalart"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>originalart</span></a> <a href=""https://yiff.life/tags/CadoArt"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>CadoArt</span></a></p>",2023-10-17 23:31:07+00:00,[],"[{'name': 'art', 'url': 'https://genomic.social/tags/art'}, {'name': 'originalart', 'url': 'https://genomic.social/tags/originalart'}, {'name': 'cadoart', 'url': 'https://genomic.social/tags/cadoart'}]",0,0
1146,111253458451807182,"<p>Medically safe injecting rooms save lives<br><a href=""https://chng.it/KBRVjmf8sv"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">chng.it/KBRVjmf8sv</span><span class=""invisible""></span></a></p>",2023-10-18 01:37:34+00:00,[],[],0,0
1214,111253482687232911,<p>Entities don’t owe you Federation.</p>,2023-10-18 01:43:29+00:00,[],[],0,0
1225,111253488052638096,"<p>18 Pastoral</p><p><a href=""https://music.mikelynch.org/library/tracks/432/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">music.mikelynch.org/library/tr</span><span class=""invisible"">acks/432/</span></a></p><p><a href=""https://aus.social/tags/looptober"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>looptober</span></a> <a href=""https://aus.social/tags/looptober23"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>looptober23</span></a> <a href=""https://aus.social/tags/looptoberfsvo"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>looptoberfsvo</span></a></p>",2023-10-18 01:45:05+00:00,[],"[{'name': 'looptober', 'url': 'https://genomic.social/tags/looptober'}, {'name': 'looptober23', 'url': 'https://genomic.social/tags/looptober23'}, {'name': 'looptoberfsvo', 'url': 'https://genomic.social/tags/looptoberfsvo'}]",0,0
1292,111253419686710848,"<p>A paper tiger is someone that claims to be powerful or threatening, but can't handle any challenge. We now see how that applies to those around the birdfox~</p><p>Comm for <a href=""http://twitter.com/koalescing"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">http://</span><span class="""">twitter.com/koalescing</span><span class=""invisible""></span></a></p><p><a href=""http://patreon.com/Shukin"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">http://</span><span class="""">patreon.com/Shukin</span><span class=""invisible""></span></a>! Check it out and support my continued work, thank you so much 💛💛</p><p><a href=""https://yiff.life/tags/shukin"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>shukin</span></a> <a href=""https://yiff.life/tags/glowfux"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>glowfux</span></a> <a href=""https://yiff.life/tags/birdfox"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>birdfox</span></a> <a href=""https://yiff.life/tags/gryphon"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>gryphon</span></a> <a href=""https://yiff.life/tags/breeding"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>breeding</span></a> <a href=""https://yiff.life/tags/choking"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>choking</span></a> <a href=""https://yiff.life/tags/impregnation"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>impregnation</span></a> <a href=""https://yiff.life/tags/creampie"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>creampie</span></a> <a href=""https://yiff.life/tags/glowingcum"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>glowingcum</span></a> <a href=""https://yiff.life/tags/glowy"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>glowy</span></a></p>",2023-10-18 01:27:43+00:00,[],"[{'name': 'shukin', 'url': 'https://genomic.social/tags/shukin'}, {'name': 'glowfux', 'url': 'https://genomic.social/tags/glowfux'}, {'name': 'birdfox', 'url': 'https://genomic.social/tags/birdfox'}, {'name': 'gryphon', 'url': 'https://genomic.social/tags/gryphon'}, {'name': 'breeding', 'url': 'https://genomic.social/tags/breeding'}, {'name': 'Choking', 'url': 'https://genomic.social/tags/Choking'}, {'name': 'impregnation', 'url': 'https://genomic.social/tags/impregnation'}, {'name': 'creampie', 'url': 'https://genomic.social/tags/creampie'}, {'name': 'glowingcum', 'url': 'https://genomic.social/tags/glowingcum'}, {'name': 'glowy', 'url': 'https://genomic.social/tags/glowy'}]",0,0
