,Instance Id,Instance Name,Is Dead,User Count,Description,Short,topic,active users
15,58f5e10c762338151ee6db9d,mstdn.plus,False,11269,"<p><strong>MSTDN+</strong> is a new English-language, general-purpose instance open to everyone! If you appreciate my work, please consider contributing via <a href=""https://opencollective.com/mstdnplus"">Open Collective</a>.</p>

<p>I&#39;ve been a Mastodon instance admin and user since 2019, and I opened this instance to make sure there are more reliable general-purpose instances available for people to choose from during the great #TwitterMigration :)</p>

<p><strong>Note</strong>: NSFW content is <strong>prohibited</strong> on this instance. Alternatively you may use <a href=""https://mstdn.party"">mstdn.party</a>.</p>

<p><strong>Abuse / Harassment:</strong> If you are being harassed, please report the user using the &quot;…&quot; button and then &quot;Report.&quot; Moderators may take any action they deem appropriate, such as a warning or an expulsion.</p>

<p>When reporting accounts, please make sure to include at least a few posts that show rule-breaking behavior, when applicable. If there is any additional context that might help make a decision, please also include it in the comment.</p>

<p>This server follows the <a href=""https://joinmastodon.org/covenant"">Mastodon Server Covenant</a>:</p>

<ol>
<li>We agree to active moderation against racism, sexism, homophobia and transphobia</li>
<li>We agree to daily backups to ensure your data is safe</li>
<li>We have backup administrators ready to operate this server in emergencies or my unexpected absence</li>
<li>In the unlikely event this instance shuts down, we agree to give our users a 3 month period to migrate to another instance</li>
</ol>

<p>As a general-purpose instance, we do not have heavy moderation in terms of what topics people are allowed to post about, however all users are expected to follow our rules at all times, and generally be nice and friendly on the federation.</p>

<p>Please report all content you see which might violate our rules for evaluation. If you are on a remote server, please forward any reports of our users to our server for our moderators to take action, we pledge that remote reports will remain confidential within our moderation team and will not be used for any form of retribution against the reporter.</p>

<h2>Legal</h2>

<p><strong>MSTDN+</strong> is operated by <strong>Fediverse Communications LLC</strong>, a Minnesota (USA) company, and is hosted on servers operated in Germany and Finland. All content on this server is expected to be legal in all of these jurisdictions. If you have any copyright, trademark, legal concerns, please email us directly.</p>

<ul>
<li><strong>DMCA Complaints</strong>: dmca@fediverse.us</li>
<li><strong>Trademark Complaints</strong>: trademark@fediverse.us</li>
<li><strong>Abuse Complaints</strong>: abuse@fediverse.us</li>
</ul>
","MSTDN+ is an English-speaking general-purpose Mastodon instance, welcome!",MSTDN+,
16,637b2662ad72ace2dcf17871,gorgon.city,False,1,"<p>Using emoji by emojibot@botsin.space</p>
",,Gorgon City,
17,637b3161d94dca7f11e7bbe1,blackrock.city,False,191,"<p>Follow the 10 principles. 
No hate speech.
No criminal activities.</p>

<p>To support this instance send XLM to 
GBUC42RTIY6NKX4TMCPQWBNAF57RL2IARBRYJ7T2HK5GKNUPN27WG6LB</p>
","You don't have to go to burning man to be a Burner. <P>

A community of doers celebrating life, creativity, and self-expression.

",Blackrock.City,
18,64a415e3d4ffc3eab826e5b7,owncast.mitch.science,False,1,"This is Mitch's House — an Owncast server for Mitch's various projects. Streams are intermittent, but you can subscribe to this account on the Fediverse to be the first to know when I go live. Hope to see you around!","This is Mitch's House — an Owncast server for Mitch's various projects. Streams are intermittent, but you can subscribe to this account on the Fediverse to be the first to know when I go live. Hope to see you around!",Mitch's House,
19,637b367ed94dca7f11e7d0a1,social.jonathancandler.com,False,3,"<p>Express yourself. Talk about anything and everything. No hate speech or attacking anyone.</p>
",This server is for those who would like to talk about anything and everything. Express yourself! ,space place,
20,63e734dc43d3e00ef7402bfe,xn--og8haa.st,False,2,,,Mastodon,
21,63cd5dc6fa3cbc4b92b7cc9d,neubau.social,False,3,"<p>Dieser Server hält sich an die Vereinbarungen für Mastodon Serverbetreiber:
https://joinmastodon.org/covenant</p>
","Fediverse/Mastodon Instanz für und aus Wien Neubau.
",Neubau Mastodon,
22,640886e3700ca62360acb83c,mastodon.trabus322.tk,False,2,,,mastodon.trabus322.eu,
23,63a0f5891ed811d9ed066749,805.social,False,1,"A small testing instance for the GoToSocial alpha software. If you want to try it out, just send me an email.",A small testing instance for the GoToSocial alpha software.,805.social,
24,64ce8cf987b491086149a751,0qz.fun,False,2,,,0qz.fun,
25,64b5c47a1263c6ce6da13458,uwunifi.com,False,1,,,UwUnifi,
26,63eb32cb6dc804a01487e4ff,macnemo.social,False,2,,,Mastodon,
27,63a8602bf59fa35bae5ef3b2,fedi.justinian.codes,False,1,,"This is my personal fediverse server, powered by GoToSocial.

You probably actually want <a href=""/@justinian"" rel=""noreferrer"">my profile page</a>.",justinian.codes,
28,64b2c87de1b06b51d65a6805,social.cs.swarthmore.edu,False,21,teaching server for Swat Comp Sci department,teaching server for Swat Comp Sci department,Mastodon,
29,643b4f4a21d0ff758c890e7f,mastodon.dtris.moe,False,2,,"I like software that's self-hostable, decentralized and federated.",Mastodon at dtris.moe,
30,63cb6211e38bee0966b15945,fdv.saifulh.web.id,False,1,"My personal instance on fediverse, nothing special here...","My personal instance on fediverse, nothing special here...",s4if's personal instance,
31,637b2f13d94dca7f11e7b277,gamingjp.org,False,58,"<p>ゲームのネタバレに特化したサーバーです。CW（コンテンツ ウォーニング）をつけつつゲームのネタバレをみんなで共有しましょう。ゲームに関係のない事も発言してOKです。<br>
<br>
＊＊＊ やってはいけないこと ＊＊＊<br>
日本の法律に反する事は、やらないでください。<br>
他人への度を逸した罵倒などはやらないでください。<br>
SPAM行為は禁止します（速攻BANします）。<br>
無修正のエロ画像（動画も含む）の投稿もやらないでください。<br>
<br>
＊＊＊管理者の登録メールアドレス mastodon@gamingjp.org は、送信専用です。外からのメールは届きません。＊＊＊</p>
",ゲームのネタバレに特化したサーバーです。CWをつけつつゲームのネタバレをみんなで共有しましょう。,gamingjp.org,
32,637b2cc5d94dca7f11e7a968,diskette.online,False,1,,"A Mastodon server celebrating trains, urbanism, computers, software development, cycling, dogs, and basically all of my interests. ",Diskette Online,
33,637b2500ad72ace2dcf17223,social.u2s.cloud,False,2,,"A small instance with humans interested in IT, IT-SEC, LGBT, Anime and More",Social.USB 2 Serial.Cloud,
34,64c3e63eb7e3a52037fe636d,goto.lol.camp,False,1,,,goto.lol.camp,
35,63fd17cfcee2d4ebef8c64ba,meerjungfrauengrotte.de,False,6,"<p><strong>I&#39;m done with adulting.</strong><br>
<strong>Let&#39;s be Mermaids.</strong><br>
<strong>Let&#39;s make waves.</strong><br>
<strong>Let&#39;s toot.</strong>  </p>

<p>Eine Mastodon-Instanz für alle Meerjungfrauen, Meermänner und Meerpersonen bzw. Personen mit dem Hobby Mermaiding/Meerjungfrauenschwimmen sowie alle Beinmenschen, die sich dem Meer verbunden wissen. </p>

<p><a href=""http://www.meerjungfrauengrotte.de"">Meer...</a></p>

<h2>Admina</h2>

<p><a href=""https://meerjungfrauengrotte.de/@admina"">Michaela Marina Greta Molthagen</a></p>

<h2>Status</h2>

<p><a href=""https://status.meerjungfrauengrotte.de/"">Uptime Monitor</a></p>

<h2>Vorschaubild der Instanz</h2>

<p><em>Das Vorschaubild der Instanz &quot;Ocean Sea Mermaid Illustration&quot; wurde von Linnaea Mallette geschaffen (<a href=""https://www.publicdomainpictures.net/en/view-image.php?image=456764&picture=ocean-sea-mermaid-illustration"">Original-Bild</a>). Lizenz: <a href=""http://creativecommons.org/publicdomain/zero/1.0/"">CC0 Public Domain</a>.</em></p>

<h2>Impressum</h2>

<p><a href=""https://www.meerjungfrauengrotte.de/impressum"">Impressum</a></p>

<h2>Spenden</h2>

<p><a href=""https://www.paypal.com/paypalme/mmolthagen"">PayPal</a> oder per Banküberweisung (<a href=""https://www.meerjungfrauengrotte.de#Spenden"">Link</a>)</p>
","Eine Mastodon-Instanz für Meerjungfrauen, Meermänner, Meerpersonen und alle, die sich dem Meer verbunden fühlen. Mermaids, let's toot! ",meerjungfrauengrotte.de,
36,64967885b66e3bb69fd3c288,laburo.social,False,29,"<p>Laburo Social es una red social de laburo, no-gubernamental dedicada a ayudar trabajadores independientes y artesanos a promocionar su laburo, el objetivo es fomentar el trabajo honesto y mejorar los ingresos de quienes realmente lo necesitan, por lo que es gratis y no se cobra comisiones, sin publicidad, sin rastreadores, sin el control de las grandes corporaciones big-tech y de código abierto. </p>

<p>Las cuentas deben representar exclusivamente trabajadores independientes, artesanos o microempresas/locales de menos de 5 empleados. Tratar de no utilizar nombres propios en el @Tag, este campo no se puede cambiar después.</p>

<p>Además del nombre del negocio, indicá (1) el sector al que pertenece el servicio o producto, Ej: agricultura, arte, comida, construcción, diseño, educación, tecnología, transporte, etc y (2) de qué se trata el negocio en términos generales Ej: &quot;peluquería unisex&quot;, &quot;cantante de cumbia&quot;, &quot;diseño web&quot;, &quot;clases de crochet&quot;, &quot;reparación de radiadores&quot;, etc</p>

<p>Recordá leer los términos de servicio y que la única forma de ingreso son las donaciones directas, así que si lográs conseguir guitas usando la plataforma, apoyá.</p>

<p><strong>Donaciones: <a href=""https://cafecito.app/laburosocial"">Cafecito/Mercado Pago</a></strong></p>
","Red social de trabajadores independientes, artesanos y locales pequeños de Argentina",Laburo Social,
37,648d3cc9d02cc036f82c2275,nikayin.social,False,1,,,Mastodon,
38,63cf7a09f48ac09910c7ec12,graphvisualization.masto.host,False,3,,A server for all things related to graph visualization. Hosted by Tom Sawyer Software.,Graph Visualization,
39,640886ecc6037b2390dc6ea4,social.dekay.se,False,2,,,dekay.se,
40,64d5ca1f31d78231322e2489,kohodon.fedicity.net,False,4,"<p>個人のプライベートなインスタンスです。<br>
<font color=""deepskyblue"", size=""-2"">kohodon.com/2023-8-9開設</font></p>
",このインスタンスは「おひとりさま」、もしくはその親しい方たちのものです。ただし、その方たちが招いた方々を拒むものではありません。特定のテーマはもちません。雑多なフリースペースです。,kohodon_fedicity_Mastodon,
41,63a7d6885cea085266b703f1,mastodon.pixeloasis.eu,False,5,"<p>This instance is physically located in Germany. To prevent bots, all new signups must be manually approved. This does not apply if you are invited by an existing user.</p>

<p>If you&#39;re an instance admin reading this, please reach out to me (admin@pixeloasis.eu)[mailto:admin@pixeloasis.eu] || @admin@mastodon.pixeloasis.eu || @admin:matrix.pixeloasis.eu before blocking this instance. We can probably come to an agreement.</p>

<p><strong>Be warned!</strong> this Server may be unstable at times. Statistics about our uptime are available <a href=""https://status.pixeloasis.eu/status/mastodon"">here</a>.</p>

<p>Our Mozilla-Observatory scan can be found <a href=""https://observatory.mozilla.org/analyze/mastodon.pixeloasis.eu"">here</a> and our Google CSP evaluator scan can be found <a href=""https://csp-evaluator.withgoogle.com/?csp=https://mastodon.pixeloasis.eu"">here</a></p>

<p>This instance has no specific theme and will not block any other instance unless they spam or use bots. All blocked instances are listed publicly.
Note: Users can still choose to block an instance on their own account.</p>

<p>This instance uses S3 storage to host content(media attachments). User content is not stored locally. As an end-user, you should not notice this.</p>

<p>If you want to join please write how you found this instance and why you want to join.</p>
","Open mastodon server (new signups require manual approval)
Languages are: En/De
View our uptime at https://status.pixeloasis.eu/status/mastodon",Pixeloasis,
42,58ea5bf7dcd4660abedbeff0,loutre.info,False,21,,,River Mastodon,
43,637b30aad94dca7f11e7b8ee,social.gitea.io,False,5,,,Gitea OSS Mastodon,
44,63d229d005d0c3f950a6171d,mastodon.mcmullan.org,False,2,,,Mastodon,
45,649b73b61dbeb883b94e22b0,mastodon.andrewbversfeld.co.za,False,3,,,AndrewBVersfeld,
46,637b2db0d94dca7f11e7ad0e,f.lapo.it,False,0,,,Friendica Social Network,
47,643fd5166be6081751b65184,support.pureharvest.net,False,1,,,Mastodon,
48,64626737abc4aacb40a91933,mastodon.kaltes.beer,False,1,,,mastodon.kaltes.beer,
49,637b3738d94dca7f11e7d3b3,toot.j3b.in,False,2,A place for J3B (userjack6880) and friends to be post major social media meltdown.,,J3B,
50,637c03eac2b7109847c08351,overgrown.garden,False,6,,,Overgrown Garden,
51,637b315cd94dca7f11e7bbcc,mastodon.knuspel.eu,False,1,,,Mastodon,
52,64257fc9277223294d645587,social.noidorith.net,False,3,,"Site still WIP, please be patient",Noidorith,
53,637b2615ad72ace2dcf1773d,f.freinetz.ch,False,41,freinetz.ch will einen Teil an das Fediverse beitragen und entsprechende Plattformen zur Verfügung stellen.,freinetz.ch will einen Teil an das Fediverse beitragen und entsprechende Plattformen zur Verfügung stellen.,freinetz.ch - friendica,
54,637b30dad94dca7f11e7b9af,schnauzergang.online,False,34,"<p>SchnauzerGang server, for Schnauzers and friends of Schnauzers</p>
",#schnauzergang Mastodon server,Schnauzer Gang,
55,650972b89b82d24de1781c89,social.13-dx.de,False,1,"<p>social.13-dx.de ist Teil des dezentralen sozialen Netzwerks, das von Mastodon betrieben wird. Diese Instanz wird von den 13 DX Funkfreunden e.V. betreiben, um Ihren Mitgliedern und Funkfreunden eine datenschutzkonforme Alternative zu den Big Playern, Google, Facebook und Co bieten zu können. Bei uns liegt der Schwerpunkt auf alles rund um das Thma Funk,Amateurfunk, CB-Funk, Freenet Funk, PMR Funk, LDP Funk, SWL, ... Bei uns sind alle Funkfreunde willkommen, egal ob lizensiert oder nicht, ob Funkamateur oder Amateurfunker. Wir wollen zusammen Spaß am gemeinsamen Hobby haben. Weitere Informationen über uns auf unserer Homepage https://13-dx.de. Fragen richtet Ihr bitte an info@13-dx.de, technische Probleme bitte an webmaster@13-dx.de melden. 73 von den 13 DX Funkfreunden e.V.</p>
","social.13-dx.de ist Teil des dezentralen sozialen Netzwerks, das von Mastodon betrieben wird. Bei uns liegt der Schwerpunkt auf alles rund um das Thma Funk, CB-Funk, Freenet Funk, PMR Funk, LDP Funk",13DXFunkfreunde,
56,63a40022cf616b108f57722f,apub.abstract.properties,False,2,Pleroma: An efficient and flexible fediverse server,,apub.abstract.properties,
57,64fbd683f6c7f614b4e94a14,f.djw.li,False,1,"This is a small instance that I intended for personal use, but I've opened up signups so feel free to join.  Please see instance rules, of course.","This is a small instance that I intended for personal use, but I've opened up signups so feel free to join.  Please see instance rules, of course.",Friendica f.djw.li,
58,637b27b5ad72ace2dcf17db3,lowlab.social,False,1,,,LowLab Networks,
59,637b340dd94dca7f11e7c59e,doodeman.org,False,1,,,Doodeman.Org,
60,63cb5e81bdcaf208a68218fc,aspa.masto.host,False,11,"<p>Instancia del ASPA (Asociación de Simulación de Psicología de la Autónoma).</p>
",Servidor para miembros del ASPA,ASPAdon,
61,63e93bc593c1b358654bea5b,gusto.masto.host,False,2,,Etta おひとり様サーバーです。,gusto.masto.host,
62,637b3226d94dca7f11e7becb,gts.werefox.cafe,False,3,A single-user instance that I&#39;ll be migrating masto.werefox.cafe onto at some point. Right now all you can do is follow my AD.,A single-user instance that I&#39;ll be migrating masto.werefox.cafe onto at some point. Right now all you can do is follow my AD.,[TENTATIVE] Werefox Cafe,
63,5b0b7e8ec8ec996cd1ee7ea9,mastodon.multimob.be,False,25,"<p>This is a friendly community.  We keep a small user base of people we have met in person and trained to Mastodon.</p>

<p>We occasionally accept new members to this instance.  If you know any existing member in real life, please get in touch with that person and ask.</p>
","Small community of friends, we are based in Brussels, Belgium.  Only for people we have met in ""real life"" and whom we can trust.",Mastodon,
64,63dfa279d1aa2e0aa947b452,social.slsrepo.com,False,1,,,Sl's Repository Social,
65,637b309dd94dca7f11e7b8b9,rv.social,False,2,,"A friendly community interested in #rvlife, #vanlife or just plain #camping. Fulltime, Part-time, doesn't matter!",RV Social,
66,637b3543d94dca7f11e7cb9b,toot.codatory.com,False,1,,The personal Mastodon server for Alex.,Alex's Mastodon,
67,637b35b4d94dca7f11e7cd6f,social.lifeofpablo.com,False,1,,"Using as a user and managing a Mastodon instance. I primarily use it to connect with others and become part of the fediverse! 

Future: Open server to others to sign up.",Pablo,
68,637b3131d94dca7f11e7bb18,pubnex.us,False,4,"<p>A general topic Mastodon instance.</p>
",A general topic Mastodon instance.,Pub Nexus,
69,637b22bcad72ace2dcf1680f,social.birdsonbicycles.racing,False,2,,We are all in for birdsonbicycles racing. Still not lovin' the police!,BirdsOnBicycles.racing,
70,5a298635cffadb54f9fffd6d,toot.kif.rocks,False,729,"<p>Instanz der <a href=""https://kif.fsinf.de""><abbr title=""Konferenz der Informatikfachschaften"">KIF</abbr></a> für KIFfel und nicht-KIFfel. Betrieben durch den <a href=""https://kif.fsinf.de/wiki/Verein:Hauptseite"">KIF e.V.</a>, aktuell gehostet bei der <a href=""https://fsinfo.cs.tu-dortmund.de/fsr/kontakt"">Fachschaft Informatik der TU Dortmund</a>.<br/><br/></p>

<p>Auf dieser Instanz gilt der <a href=""http://berlincodeofconduct.org/de/"">Berlin Code of Conduct</a>. Verstöße können per Meldefunktion, per Direktnachricht an den Admin dieser Instanz, bzw. per Mail an die eingetragene Kontaktadresse geschickt werden.<br/><br/></p>

<p>Andere Wesen als KIFfel, also nicht-KIFfel aber auch nicht-Informatiker, sind auf dieser Instanz willkommen. Die Nutzung dieser Instanz ist nicht-kommerziellen Entitäten (Studentische Initiativen, eingetragene Vereine,&nbsp;…) auch offen, kommerzielle bzw. Werbe-Accounts werden nicht geduldet. Wir behalten uns vor die Anmeldungen zu begrenzen sollte der Aufwand, diese Instanz zu betreiben, unsere Kapazitäten übersteigen.<br/><br/></p>

<p>Es finden regelmäßig Wartungsarbeiten an dieser Instanz und auf dem Server, auf dem diese läuft, statt. Weitere Informationen zu Wartungsarbeiten findet Ihr unter &quot;Regelmäßige Wartung&quot; auf <a href=""https://fachschaften.org/"">fachschaften.org</a>.<br/><br/></p>

<p>Diese Instanz nutzt die Mastomojies von <a href=""https://social.tchncs.de./@seppini"">@seppini@social.tchncs.de</a>, die dragn-Emojies von <a href=""https://github.com/chr-1x/dragn-emoji"">chr-1x</a> sowie die verified genders von <a href=""https://tech.lgbt/@ShadowJonathan/109546786889942712"">tech.lgbt</a>.<br/><br/></p>

<p>Domain-Blockaden und weitere Verhaltensregeln über den oben verlinkten Berlin Code of Conduct sind größtenteils an den <a href=""https://chaos.social/about/more"">Instanz-Regeln von chaos.social</a> (unter CC-BY Lizenz) angelehnt.</p>
",,MastoKIF,
71,639393f462885374e0afcde9,mastodon.posvic.cz,False,7,,Malá privátní rodinná sociální síť.,Mastodon Pošvic,
72,63896ebe075b9b886c85409c,groningen.social,False,69,,"Mastodonserver voor iedereen die dol is op Groningen <br>
Foto: <u><a href=""https://www.flickr.com/photos/22746515@N02/"" target=_blank>Bert Kaufmann</a></u><p>",Groningen Social,
73,63e3d2a2e6a1659b0047e4f9,mastodon.ealmuina.xyz,False,7,,Servidor personal de Eddy Almuiña.,Mastodon,
74,637b30f5d94dca7f11e7ba29,thewinchester.pub,False,14,,,Mastodon,
75,637b3449d94dca7f11e7c6ce,social.dedioste.net,False,1,Pleroma: An efficient and flexible fediverse server,,dediocial,
76,65084f20c4769b1f06681a62,bb.010206.xyz,False,1,,"<p>生活平平淡淡，但还是要在这其中记录点东西，能让我在以后的某一天能回忆起今天的点点滴滴。</p>
<p>欢迎关注我：<a href=""https://bb.010206.xyz/@shiyi"" rel=""nofollow noreferrer noopener"" target=""_blank"">@shiyi</a></p>
",碎言,
77,63a3ed60d4fb630f1c8d9053,masto.sangberg.se,False,2,"<p>Private family server not open to public registration.</p>
",Private family server,sangberg.se,
78,637e9b8916f5d6a4cf23a687,olifantje.hw74.com,False,1,,Tiny server running from a raspberry pi 3,Olifantje,
79,639d94f5924ac08c85ecb894,federation.engineering,False,12,,,Federation Engineering,
80,63de700bd9a270ceb3be6cc6,friends.myjot.net,False,1,,,Friends.MyJot.net,
81,637b1bf8baf9cf97b71f2e8c,gts.goat.rocks,False,1,"goat dot rocks, all your favorite goatrocks content here, on the internet.","personal instance for me, hee hoooo",gts.goat.rocks,
82,6389d59f0524545423450855,mastodon.kuenet.ch,False,3,,Dies ist ein privater Mastodon-Server.,KUENET,
83,64e6647fd134308d547cac43,smala.akapache.co,False,1,Pleroma: An efficient and flexible fediverse server,,Smala,
84,650a733540624b7844bacc20,social.vouaix.com,False,3,"Vouaix: Old Norman for ""People's Voice""
A sex and sexuality positive FediVerse Server","Vouaix: Old Norman for ""People's Voice""
A sex and ",Social.Vouaix.Com,
