,Instance Name,User Count Bin,Topic Counts,Broad Category Counts,Entropy
25,a2mi.social,$10^{3}$ to $10^{4}$,"{'NSFW': 1, 'Content Warnings': 1, 'Images': 1, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 2, 'Doxxing/ Personal Info': 2, 'Illegal Content': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 4, 'Content': 7, 'Distribution': 0}",0.9456603046006401
26,aachen.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Images': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 2, 'Content': 4, 'Distribution': 0}",0.9182958340544896
27,abdl.link,$10^{5}$ to $10^{6}$ ,"{'NSFW': 3, 'Illegal Content': 2, 'Links & Outside Content': 1, 'Hate Speech': 1, 'Copyright/ Piracy': 1, 'Spam': 1, 'Automated tools': 1, 'Content Warnings': 1}","{'Action': 1, 'Behavior': 0, 'Content': 8, 'Distribution': 2}",1.0957952550009336
28,aberrantwinds.bond,$10^{2}$ to $10^{3}$,{'Hate Speech': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
29,about-the-author.online,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Illegal Content': 1, 'Advertising & Commercialization': 2, 'Spam': 1}","{'Action': 0, 'Behavior': 2, 'Content': 2, 'Distribution': 3}",1.5566567074628228
30,abypom.work,$10^{2}$ to $10^{3}$,"{'NSFW': 1, 'Images': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 0}",-0.0
31,abyss.fun,$10^{3}$ to $10^{4}$,"{'Off-topic/topic specific': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 1}",1.0
32,academiccloud.social,$10^{3}$ to $10^{4}$,"{'Content Warnings': 1, 'NSFW': 1, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Mis/Disinformation/Conspiracy': 1, 'Automated tools': 1}","{'Action': 1, 'Behavior': 1, 'Content': 5, 'Distribution': 0}",1.1488348542809166
33,academictalk.org,$10^{2}$ to $10^{3}$,"{'Spam': 2, 'Advertising & Commercialization': 1, 'Illegal Content': 1, 'NSFW': 1, 'Incitement of Violence': 1, 'Impersonation': 1}","{'Action': 0, 'Behavior': 1, 'Content': 3, 'Distribution': 3}",1.4488156357251847
34,acat.world,$10^{1}$ to $10^{2}$ ,{'Content Warnings': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
35,acc4e.com,$10^{1}$ to $10^{2}$ ,"{'Illegal Content': 1, 'Hate Speech': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 2, 'Distribution': 0}",0.9182958340544896
36,acg.mn,$10^{4}$ to $10^{5}$,"{'Hate Speech': 1, 'Harassment': 1, 'Trolling': 1, 'NSFW': 2, 'Content Warnings': 1, 'Illegal Content': 2, 'Not Applicable': 1, 'Automated tools': 2, 'Impersonation': 1, 'Advertising & Commercialization': 3, 'Mis/Disinformation/Conspiracy': 1, 'Spam': 1, 'Copyright/ Piracy': 2}","{'Action': 2, 'Behavior': 3, 'Content': 7, 'Distribution': 6}",1.8412501702815547
37,acrion.social,$10^{1}$ to $10^{2}$ ,"{'Links & Outside Content': 1, 'Hate Speech': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 0, 'Content': 3, 'Distribution': 0}",-0.0
38,adforward.org,$10^{2}$ to $10^{3}$,"{'Harassment': 1, 'Trolling': 1}","{'Action': 0, 'Behavior': 2, 'Content': 0, 'Distribution': 0}",-0.0
39,advent.social,$10^{2}$ to $10^{3}$,{'Hate Speech': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
40,afcolegiado.app,$10^{1}$ to $10^{2}$ ,"{'Illegal Content': 1, 'Copyright/ Piracy': 1, 'Hate Speech': 1, 'Harassment': 1, 'Advertising & Commercialization': 1, 'Doxxing/ Personal Info': 1}","{'Action': 0, 'Behavior': 2, 'Content': 2, 'Distribution': 2}",1.584962500721156
41,agilealliance.social,$10^{3}$ to $10^{4}$,"{'Harassment': 2, 'Images': 1, 'Not Applicable': 1, 'Links & Outside Content': 1}","{'Action': 0, 'Behavior': 2, 'Content': 2, 'Distribution': 0}",1.0
42,agilodon.social,$10^{1}$ to $10^{2}$ ,{'Hate Speech': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
43,agora-thinktanks.social,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Mis/Disinformation/Conspiracy': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 0, 'Content': 3, 'Distribution': 0}",-0.0
44,ai.wiki,$10^{5}$ to $10^{6}$ ,"{'Advertising & Commercialization': 2, 'Incitement of Violence': 1, 'Hate Speech': 1, 'Images': 1, 'Illegal Content': 1, 'Harassment': 1, 'Mis/Disinformation/Conspiracy': 1, 'Doxxing/ Personal Info': 1}","{'Action': 0, 'Behavior': 2, 'Content': 5, 'Distribution': 2}",1.4355205042826666
45,ailbhean.co-shaoghal.net,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Illegal Content': 1, 'Doxxing/ Personal Info': 1}","{'Action': 0, 'Behavior': 1, 'Content': 2, 'Distribution': 0}",0.9182958340544896
46,aipub.social,$10^{3}$ to $10^{4}$,"{'NSFW': 1, 'Doxxing/ Personal Info': 1}","{'Action': 0, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.0
47,air11.social,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Off-topic/topic specific': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 0}",-0.0
48,aircrew.rocks,$10^{2}$ to $10^{3}$,"{'Harassment': 3, 'Doxxing/ Personal Info': 1, 'Hate Speech': 2, 'Incitement of Violence': 1, 'Dogpiling': 1, 'NSFW': 1, 'Content Warnings': 1, 'Advertising & Commercialization': 2, 'Automated tools': 3, 'Reposting/Crossposting': 1, 'Off-topic/topic specific': 1, 'Trolling': 1, 'Illegal Content': 1}","{'Action': 3, 'Behavior': 6, 'Content': 7, 'Distribution': 3}",1.89682043644058
49,airpollution.science,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Dogpiling': 1, 'Doxxing/ Personal Info': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 3, 'Content': 3, 'Distribution': 0}",1.0
50,airwaves.social,$10^{3}$ to $10^{4}$,"{'Incitement of Violence': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.0
51,akademienl.social,$10^{3}$ to $10^{4}$,"{'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Dogpiling': 1, 'Doxxing/ Personal Info': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Automated tools': 1, 'NSFW': 1, 'Images': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 1, 'Behavior': 3, 'Content': 5, 'Distribution': 2}",1.789929075309999
52,akuanduba.masto.host,$10^{2}$ to $10^{3}$,"{'NSFW': 1, 'Spam': 1, 'Off-topic/topic specific': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 1}",0.9182958340544896
53,alaskan.social,$10^{3}$ to $10^{4}$,"{'Hate Speech': 4, 'Harassment': 3, 'Mis/Disinformation/Conspiracy': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'NSFW': 1, 'Illegal Content': 1, 'Off-topic/topic specific': 1}","{'Action': 0, 'Behavior': 3, 'Content': 8, 'Distribution': 2}",1.3346791410515946
54,alentours.cc,$10^{1}$ to $10^{2}$ ,{'Hate Speech': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
55,aleph.land,$10^{4}$ to $10^{5}$,"{'Illegal Content': 1, 'Harassment': 1, 'Incitement of Violence': 1, 'Hate Speech': 1, 'Spam': 1, 'Trolling': 1}","{'Action': 0, 'Behavior': 2, 'Content': 3, 'Distribution': 1}",1.4591479170272448
56,algebra.chat,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Illegal Content': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 2, 'Content': 4, 'Distribution': 0}",0.9182958340544896
57,allovertheplace.ca,$10^{2}$ to $10^{3}$,"{'Hate Speech': 2, 'Harassment': 2, 'Trolling': 1}","{'Action': 0, 'Behavior': 3, 'Content': 2, 'Distribution': 0}",0.9709505944546686
58,allships.run,$10^{3}$ to $10^{4}$,"{'Hate Speech': 1, 'Harassment': 1, 'NSFW': 2, 'Images': 1, 'Reposting/Crossposting': 1, 'Copyright/ Piracy': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 1, 'Content': 5, 'Distribution': 2}",1.2987949406953985
59,almajlis.me,$10^{2}$ to $10^{3}$,"{'Off-topic/topic specific': 1, 'NSFW': 2, 'Content Warnings': 1, 'Images': 1, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 1, 'Content': 8, 'Distribution': 0}",0.5032583347756457
60,alpaka.garden,$10^{2}$ to $10^{3}$,"{'Advertising & Commercialization': 1, 'Harassment': 1, 'Dogpiling': 1, 'Hate Speech': 1, 'Mis/Disinformation/Conspiracy': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 2, 'Content': 3, 'Distribution': 1}",1.4591479170272448
61,alpaka.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 3, 'Harassment': 3, 'Doxxing/ Personal Info': 1, 'Incitement of Violence': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 4, 'Content': 5, 'Distribution': 0}",0.9910760598382222
62,alpha.polymaths.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Automated tools': 1, 'Illegal Content': 1, 'Copyright/ Piracy': 1, 'NSFW': 2, 'Content Warnings': 1}","{'Action': 1, 'Behavior': 2, 'Content': 5, 'Distribution': 1}",1.6577427265048887
63,alphabetica.masto.host,$10^{1}$ to $10^{2}$ ,"{'NSFW': 1, 'Illegal Content': 2, 'Hate Speech': 1, 'Harassment': 2, 'Spam': 2, 'Automated tools': 1, 'Advertising & Commercialization': 1}","{'Action': 1, 'Behavior': 2, 'Content': 4, 'Distribution': 3}",1.8464393446710154
64,alpherg.fedicity.net,$10^{1}$ to $10^{2}$ ,{'Content Warnings': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
65,alt.lawndale.space,$10^{1}$ to $10^{2}$ ,"{'Incitement of Violence': 1, 'Hate Speech': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 0}",-0.0
66,alwayssleeping.com,$10^{2}$ to $10^{3}$,"{'NSFW': 1, 'Hate Speech': 2}","{'Action': 0, 'Behavior': 0, 'Content': 3, 'Distribution': 0}",-0.0
67,amastodon.uk,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'NSFW': 1, 'Harassment': 1, 'Illegal Content': 1, 'Incitement of Violence': 1, 'Mis/Disinformation/Conspiracy': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 1, 'Content': 5, 'Distribution': 2}",1.2987949406953985
68,amateurfunk.social,$10^{1}$ to $10^{2}$ ,"{'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Hate Speech': 2, 'Incitement of Violence': 1, 'NSFW': 2, 'Images': 1, 'Automated tools': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Illegal Content': 1}","{'Action': 1, 'Behavior': 2, 'Content': 7, 'Distribution': 2}",1.6140054628542202
69,amigos.family,$10^{1}$ to $10^{2}$ ,"{'Trolling': 1, 'Off-topic/topic specific': 1}","{'Action': 0, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.0
70,anakmanis.com,$10^{1}$ to $10^{2}$ ,{'Spam': 2},"{'Action': 0, 'Behavior': 0, 'Content': 0, 'Distribution': 2}",-0.0
71,analog.am,$10^{1}$ to $10^{2}$ ,"{'Content Warnings': 1, 'Images': 1, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 2, 'Content': 5, 'Distribution': 0}",0.863120568566631
72,anarres.family,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Content Warnings': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 0, 'Content': 3, 'Distribution': 0}",-0.0
73,andalucia.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 4, 'Harassment': 3, 'Incitement of Violence': 1, 'NSFW': 1, 'Content Warnings': 1, 'Links & Outside Content': 1, 'Illegal Content': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 3, 'Content': 9, 'Distribution': 1}",1.1401156785146092
74,animeomake.com,$10^{1}$ to $10^{2}$ ,"{'Content Warnings': 1, 'Images': 1, 'Incitement of Violence': 2, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Illegal Content': 1, 'Mis/Disinformation/Conspiracy': 1, 'Hate Speech': 1}","{'Action': 0, 'Behavior': 2, 'Content': 7, 'Distribution': 0}",0.7642045065086203
75,ansico.dk,$10^{1}$ to $10^{2}$ ,{'Content Warnings': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
76,anti-social.online,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'NSFW': 2, 'Illegal Content': 1, 'Content Warnings': 3, 'Reposting/Crossposting': 1, 'Copyright/ Piracy': 1, 'Automated tools': 2, 'Not Applicable': 1}","{'Action': 2, 'Behavior': 0, 'Content': 7, 'Distribution': 2}",1.3092966682370037
77,anticapitalista.it,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Advertising & Commercialization': 1}","{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 1}",1.0
78,anticapitalistcatgirl.club,$10^{2}$ to $10^{3}$,{'Hate Speech': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
79,antigram.org,$10^{1}$ to $10^{2}$ ,"{'Harassment': 2, 'Doxxing/ Personal Info': 1, 'Hate Speech': 1, 'NSFW': 1, 'Illegal Content': 1, 'Automated tools': 1, 'Mis/Disinformation/Conspiracy': 1, 'Spam': 1, 'Trolling': 1}","{'Action': 1, 'Behavior': 4, 'Content': 4, 'Distribution': 1}",1.7219280948873623
80,antisocial.existentialdread.com,$10^{1}$ to $10^{2}$ ,"{'Copyright/ Piracy': 1, 'Images': 3, 'Hate Speech': 1, 'Harassment': 1, 'Incitement of Violence': 1, 'NSFW': 2, 'Content Warnings': 2}","{'Action': 0, 'Behavior': 1, 'Content': 9, 'Distribution': 1}",0.8658566174572235
81,antisocial.science,$10^{3}$ to $10^{4}$,"{'NSFW': 1, 'Illegal Content': 1, 'Hate Speech': 1, 'Spam': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 3, 'Distribution': 1}",1.3709505944546687
82,antisocialsocialnetwork.it,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 3, 'Harassment': 1, 'NSFW': 1, 'Content Warnings': 1}","{'Action': 0, 'Behavior': 1, 'Content': 5, 'Distribution': 0}",0.6500224216483541
83,anubis.social,$10^{1}$ to $10^{2}$ ,"{'Images': 2, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Illegal Content': 1, 'NSFW': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 2, 'Content': 6, 'Distribution': 2}",1.3709505944546687
84,aoir.social,$10^{3}$ to $10^{4}$,"{'Content Warnings': 1, 'Images': 1, 'Hate Speech': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1}","{'Action': 0, 'Behavior': 2, 'Content': 3, 'Distribution': 0}",0.9709505944546686
85,ap.dny.social,$10^{1}$ to $10^{2}$ ,"{'Automated tools': 1, 'Hate Speech': 1}","{'Action': 1, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",1.0
86,ap.pachy.social,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Content Warnings': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 0}",-0.0
87,ap.xabirequejo.eus,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 8, 'Incitement of Violence': 1, 'Harassment': 1, 'Images': 2, 'NSFW': 2, 'Advertising & Commercialization': 2, 'Spam': 2}","{'Action': 0, 'Behavior': 1, 'Content': 13, 'Distribution': 4}",1.0529407605626346
88,app.bikers.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 4, 'NSFW': 1}","{'Action': 0, 'Behavior': 0, 'Content': 5, 'Distribution': 0}",-0.0
89,appdot.net,$10^{3}$ to $10^{4}$,"{'Harassment': 1, 'Illegal Content': 1, 'Not Applicable': 1, 'Automated tools': 1}","{'Action': 1, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.584962500721156
90,apple2.org.za,$10^{1}$ to $10^{2}$ ,"{'Advertising & Commercialization': 1, 'Spam': 1, 'Hate Speech': 1, 'Off-topic/topic specific': 1, 'Content Warnings': 1}","{'Action': 0, 'Behavior': 0, 'Content': 3, 'Distribution': 2}",0.9709505944546686
91,apricot.social,$10^{1}$ to $10^{2}$ ,"{'Content Warnings': 1, 'NSFW': 1, 'Illegal Content': 2, 'Advertising & Commercialization': 1, 'Spam': 1, 'Hate Speech': 1, 'Harassment': 2, 'Impersonation': 1, 'Doxxing/ Personal Info': 1}","{'Action': 0, 'Behavior': 4, 'Content': 5, 'Distribution': 2}",1.4949188482339508
92,archaeo.social,$10^{3}$ to $10^{4}$,"{'Hate Speech': 1, 'Harassment': 1, 'Content Warnings': 1, 'Images': 1, 'Illegal Content': 1, 'Incitement of Violence': 1}","{'Action': 0, 'Behavior': 1, 'Content': 5, 'Distribution': 0}",0.6500224216483541
93,arcticwind.social,$10^{1}$ to $10^{2}$ ,{'Mis/Disinformation/Conspiracy': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
94,are.sexy,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Illegal Content': 2, 'Links & Outside Content': 1, 'Harassment': 1, 'Incitement of Violence': 1, 'NSFW': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 1, 'Content': 6, 'Distribution': 1}",1.061278124459133
95,area51.social,$10^{1}$ to $10^{2}$ ,"{'Not Applicable': 1, 'Automated tools': 1, 'NSFW': 1, 'Harassment': 1, 'Illegal Content': 1, 'Incitement of Violence': 1, 'Mis/Disinformation/Conspiracy': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Copyright/ Piracy': 1}","{'Action': 1, 'Behavior': 1, 'Content': 4, 'Distribution': 3}",1.752715278979705
96,argon.city,$10^{2}$ to $10^{3}$,"{'Spam': 1, 'NSFW': 1, 'Content Warnings': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 2, 'Distribution': 1}",1.5
97,arguos.com,$10^{1}$ to $10^{2}$ ,"{'Spam': 1, 'Hate Speech': 2, 'Harassment': 1, 'NSFW': 1, 'Content Warnings': 1}","{'Action': 0, 'Behavior': 1, 'Content': 4, 'Distribution': 1}",1.2516291673878228
98,arielfinn.social,$10^{1}$ to $10^{2}$ ,"{'Content Warnings': 1, 'Images': 1, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Dogpiling': 1, 'Doxxing/ Personal Info': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 3, 'Content': 5, 'Distribution': 0}",0.954434002924965
99,arkm.social,$10^{2}$ to $10^{3}$,{'Mis/Disinformation/Conspiracy': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
100,arrrgh.online,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.0
