,id,content,created_at,mentions,tags,favourites_count,replies_count
902,111270371713856376,"<p>What surprises me the most is this is coming from a Judge over a civil case against <a href=""https://one.darnell.one/tags/DonaldTrump"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>DonaldTrump</span></a> &amp; not a criminal one! (<a href=""https://one.darnell.one/tags/Trump"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Trump</span></a> has four major criminal court cases against him)</p><p>Judge is threatening higher fines &amp; jail time, but I wonder if the Secret Service would allow Trump to be thrown in jail‽ (I am doubtful about this)</p><p>👉🏾 Judge fines Donald Trump $5,000 after post maligning court staffer is found on campaign website | AP News <a href=""https://apnews.com/article/donald-trump-letitia-james-fraud-contempt-new-york-ce593e3ee07d95bb6ec7e2de23f47dc9"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">apnews.com/article/donald-trum</span><span class=""invisible"">p-letitia-james-fraud-contempt-new-york-ce593e3ee07d95bb6ec7e2de23f47dc9</span></a></p>",2023-10-21 01:18:50+00:00,[],"[{'name': 'donaldtrump', 'url': 'https://genomic.social/tags/donaldtrump'}, {'name': 'trump', 'url': 'https://genomic.social/tags/trump'}]",0,0
927,111269642634592067,"<p>inspired to write a math post.</p><p>(an operation × on A is commutative if f×g = g×f for all f,g in A.)</p><p>So... what's ""commutative"" about probability? How can we make that non-commutative?</p><p>I'll go over what probability is, what's commutative about it, and how we generalize that to the strange realm of non-commutative (nc) probability.</p>",2023-10-20 22:13:26+00:00,[],[],0,0
948,111270487739848369,"oh<br><br>that's what that means 💀💀💀 <a href=""https://www.urbandictionary.com/define.php?term=Passport%20bros"" rel=""nofollow noopener noreferrer"" target=""_blank"">https://www.urbandictionary.com/define.php?term=Passport%20bros</a>",2023-10-21 01:48:21.841000+00:00,[],[],0,0
1001,111270537113222237,"<p>There you go again, gettin’ chumpatized when it ain’t your turn to get chumpatized.</p>",2023-10-21 02:00:34+00:00,[],[],0,0
1029,111270549458455429,"<p>JKR  says she would be willing to go to jail for her anti-transd views. A bit melodramatic but given the harms transphobia causes, I'd be OK with that provided her access to media platforms is cut.</p><p>TBH I wouldn't care if she wasn't jailed as long as she shut up and media stopped repeating her antisocial views.<br><a href=""https://www.nzherald.co.nz/lifestyle/jk-rowling-says-she-would-happily-go-to-prison-over-her-anti-trans-views/KJZWACU4NBERPCS3RFV7ZW5NMM/"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">nzherald.co.nz/lifestyle/jk-ro</span><span class=""invisible"">wling-says-she-would-happily-go-to-prison-over-her-anti-trans-views/KJZWACU4NBERPCS3RFV7ZW5NMM/</span></a></p>",2023-10-21 02:04:00+00:00,[],[],0,0
1066,111270563354872610,<p>EXTREME GORE AND HORROR (don't click)</p>,2023-10-21 02:07:35+00:00,[],[],0,0
1131,111270334440588040,"<p>keep thinking about biden's use of the phrase ""arsenal of democracy"" in his address yesterday. also him calling the US and israel ""countries of conscience"" while in israel earlier in the week.</p><p>the bombings by the israeli government are killing one child every fifteen minutes. what conscience? whose arsenal?</p><p><a href=""https://www.aljazeera.com/news/2023/10/19/israels-war-against-gazas-children-explained"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">aljazeera.com/news/2023/10/19/</span><span class=""invisible"">israels-war-against-gazas-children-explained</span></a></p>",2023-10-21 01:09:22+00:00,[],[],0,0
1132,111270347404919732,"<p>I believe the <a href=""https://one.darnell.one/tags/UnitedStates"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>UnitedStates</span></a> 🇺🇸 is jealous of the <a href=""https://one.darnell.one/tags/EuropeanUnion"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>EuropeanUnion</span></a> 🇪🇺 right now, as tech companies not named <a href=""https://one.darnell.one/tags/X"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>X</span></a> are jumping through hoops to avoid the EU’s wrath.</p><p>Even though I am not a fan of <a href=""https://one.darnell.one/tags/COVID"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>COVID</span></a> conspiracy theories, I do not want the US government enforcing any bans.</p><p>👉🏾 Supreme Court blocks restrictions on Biden administration efforts to get platforms to remove social media posts <a href=""https://www.nbcnews.com/politics/supreme-court/supreme-court-blocks-biden-social-media-curbs-rcna105785"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">nbcnews.com/politics/supreme-c</span><span class=""invisible"">ourt/supreme-court-blocks-biden-social-media-curbs-rcna105785</span></a></p>",2023-10-21 01:12:39+00:00,[],"[{'name': 'unitedstates', 'url': 'https://genomic.social/tags/unitedstates'}, {'name': 'EuropeanUnion', 'url': 'https://genomic.social/tags/EuropeanUnion'}, {'name': 'x', 'url': 'https://genomic.social/tags/x'}, {'name': 'covid', 'url': 'https://genomic.social/tags/covid'}]",0,0
1365,111270682140681006,"<p>her hand is literally morphing into her hair, but it doesn't say ""not a real user"" so I assume she's a real user and either you can date AI girls or shapeshifting aliens, they should lead with that tbh</p><p>(cw: ad for dating site, eye contact, AI generated image)</p>",2023-10-21 02:37:47+00:00,[],[],0,0
1380,111270729265677362,<p><span>Y'all I fucking love my boyfriend so much I love him I love him I love him</span></p>,2023-10-21 02:49:46.176000+00:00,[],[],0,0
1407,111270746426987402,"<p><a href=""https://flipping.rocks/tags/Arachtober"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Arachtober</span></a> 20: Found this enormous pumpkin as I was walking around the neighbourhood!</p><p><a href=""https://flipping.rocks/tags/ArthroBeauty"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>ArthroBeauty</span></a> <a href=""https://flipping.rocks/tags/DailySpiderPic"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>DailySpiderPic</span></a> <a href=""https://flipping.rocks/tags/arachnids"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>arachnids</span></a> <a href=""https://flipping.rocks/tags/spiders"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>spiders</span></a> <a href=""https://flipping.rocks/tags/orbweavers"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>orbweavers</span></a> <a href=""https://flipping.rocks/tags/Araneae"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Araneae</span></a> <a href=""https://flipping.rocks/tags/Araneidae"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Araneidae</span></a></p>",2023-10-21 02:54:04+00:00,[],"[{'name': 'arachtober', 'url': 'https://genomic.social/tags/arachtober'}, {'name': 'arthrobeauty', 'url': 'https://genomic.social/tags/arthrobeauty'}, {'name': 'dailyspiderpic', 'url': 'https://genomic.social/tags/dailyspiderpic'}, {'name': 'arachnids', 'url': 'https://genomic.social/tags/arachnids'}, {'name': 'spiders', 'url': 'https://genomic.social/tags/spiders'}, {'name': 'orbweavers', 'url': 'https://genomic.social/tags/orbweavers'}, {'name': 'araneae', 'url': 'https://genomic.social/tags/araneae'}, {'name': 'araneidae', 'url': 'https://genomic.social/tags/araneidae'}]",0,0
