,id,content,created_at,mentions,tags,favourites_count,replies_count
29,111258738395751356,"<p>Warning:<br><a href=""https://mstdn.ca/tags/twitter"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>twitter</span></a> <a href=""https://mstdn.ca/tags/xitter"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>xitter</span></a>  <a href=""https://mstdn.ca/tags/privacy"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>privacy</span></a> <a href=""https://mstdn.ca/tags/elon"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>elon</span></a> <a href=""https://mastodon.social/@rodhilton/111253472632658617"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">mastodon.social/@rodhilton/111</span><span class=""invisible"">253472632658617</span></a></p>",2023-10-19 00:00:16+00:00,[],"[{'name': 'twitter', 'url': 'https://ruhr.social/tags/twitter'}, {'name': 'xitter', 'url': 'https://ruhr.social/tags/xitter'}, {'name': 'privacy', 'url': 'https://ruhr.social/tags/privacy'}, {'name': 'elon', 'url': 'https://ruhr.social/tags/elon'}]",0,0
47,111258350608445738,"<p>day2, i set spooky nick but i like simple, but it’s okay for the month :pumpkin:</p>",2023-10-18 22:21:43+00:00,[],[],0,0
52,111258742448824649,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-18/47519.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-18/47519.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_7.html#47519"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_7.html#47519</span></a></p>",2023-10-19 00:01:13+00:00,[],[],0,0
58,111258744593804139,<p>I'll stay here and wait while all you of who took the word of terrorists at face value who murdered thousands of Jews to **apologize** for the rush to judgement before the IDF and *real* intelligence agencies could release a *facts-based* analysis of the situation.</p><p>I've really quite had it by now. There's a line in the sand and you've crossed it. I'm all for good-faith calls for peace &amp; freedom for humankind.</p><p>**Normalizing terrorism ain't that.**</p>,2023-10-19 00:01:53+00:00,[],[],0,0
86,111258751272189381,"<p><a href=""https://mastodon.social/tags/WordWeavers"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>WordWeavers</span></a> Oct 18: Do you write characters with different beliefs than yourself?</p><p>All the time! Most of my fiction is set in historical times and I try to make the past come to life and that includes ideas that I very much do not share like the misogyny and the bottom shaming.</p>",2023-10-19 00:03:35+00:00,[],"[{'name': 'wordweavers', 'url': 'https://ruhr.social/tags/wordweavers'}]",0,0
94,111258752727266566,"<p>And in case I'm not making myself QUITE clear, I will continue to unfollow and block as necessary anyone who is promoting “protests” which are thinly-veiled attacks on Israel's right to defend itself against a terrorist organization and a political movement which has **in its charter** the desire to wipe Jews off the face of the earth.</p><p>You call yourself progressive? You call yourself enlightened? History will not look kindly upon you in the end.</p>",2023-10-19 00:03:57+00:00,[],[],0,0
113,111258757015778949,"<p>Ausschreitungen in Berlin: Festnahmen und Wasserwerfer bei pro-palästinensischer Kundgebung</p><p>Hunderte Menschen sind in der Nacht in Berlin-Neukölln trotz Verbot auf die Straße gegangen. Laut Polizei wurden Beamte mit Steinen beworfen, es gab mehrere Festnahmen.</p><p><a href=""https://www.zeit.de/politik/deutschland/2023-10/berlin-neukoelln-polizei-proteste-nahost"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">zeit.de/politik/deutschland/20</span><span class=""invisible"">23-10/berlin-neukoelln-polizei-proteste-nahost</span></a></p>",2023-10-19 00:05:02+00:00,[],[],0,0
117,111258625343513042,"<p>For everyone else who never got to be a kid, who had to be an adult way too young, who missed out on everything because they've always had responsibilities, for everyone who never got to make mistakes and was always hypercompetent, who got talked down to but has always had their shit more together than them</p><p>I feel you and I see you</p>",2023-10-18 23:31:35+00:00,[],[],0,0
118,111258657695220924,"<p>Food shamers, gender criticals, anti-DID, toxic positivity, Pepe - Get fucked</p><p>Minors - please don't interact with our posts, nothing personal, not gonna approve your follow request</p><p>We probably won't approve your request if:<br>- no profile<br>- don't recognize you from any previous interactions<br>- obvious chud<br>- you're already on our local timeline and you don't need to see our followers-only stuff<br>- we don't want you to see followers-only stuff</p><p>interacting with a single public post probably isn't enough to make me approve a follow request</p>",2023-10-18 23:39:49+00:00,[],[],0,0
144,111258290812382714,"<p>I wish I could communicate how taxing it is to survive on the generosity of online people.</p><p>I am sure everybody who does or had to knows this.</p><p>a post may seem small, may seem bad written, may seem... a bad post but I know how much energy it probably cost the person who wrote it.</p><p>it takes a lot, actually. a lot.</p><p>that is why I'll boost every single one that comes my way. I don't care of it may bother people or if maybe someone chooses to give to someone else and not me. I choose to recognize their efforts because when you're days without recieving anything and the bills are coming in that is likely the only thing that is keeping any spirits and unfortunately I'm in a position that this is all I can give so I'll give it again and again</p>",2023-10-18 22:06:30+00:00,[],[],0,0
145,111258336665422610,"<p>and it takes so much energy out of me.</p><p>I have to do and redo posts, reboost them if I want any reach and even at that I barely get anything. when I have energy I have to choose between doing this or anything else and I really can't choose not to so stuff that I'd like to do and I wanna do always get postponed.</p><p>I wish so fucking much that I could get a regular job. like for real if I could hold a fastfood job without burning myself out to death I would and I would even gladly but I can't 😢</p>",2023-10-18 22:18:10+00:00,[],[],0,0
147,111258359043272253,"<p>I'd love to push for my tarot readings as that is something that I enjoy doing but it wouldn't pay me right now and I need money right now.</p><p>I'd love to get back in game development as that is something that I love doing but there aren't really any chances of me landing a job in the area and I don't eve wanna do any comercial games to begin with.</p><p>I'd love drawing, writing, translating stuff that I think it would be cool to people have access but I can't. I can't. every ounce of energy I need to try and get some donations. :/</p>",2023-10-18 22:23:52+00:00,[],[],0,0
148,111258361922188893,<p>and when I don't have the energy I spend all my time worrying about it :&lt;</p>,2023-10-18 22:24:36+00:00,[],[],0,0
149,111258666614738609,"<p>ps.: please don't think I'm ungrateful.</p><p>it is just that sometimes it seems like people think people asking for money ain't doing anything and it really, really isn't like that.</p>",2023-10-18 23:42:05+00:00,[],[],0,0
157,111258772089063220,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-18/47518.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-18/47518.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_7.html#47518"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_7.html#47518</span></a></p>",2023-10-19 00:08:38+00:00,[],[],0,0
159,111258772479940255,"<p>TRANSLATION :<br>There were 2 explosions in the region. The threat still remains, stay safe<br>  <br>Send news to @niko9_bot<br>👉 SUBSCRIBE<br>ORIGINAL :<br>Пролунало 2 вибухи в області. Загроза ще лишається, залишайтесь в безпеці  <br>  <br>Надіслати новину @niko9_bot  <br>👉 ПІДПИСАТИСЯ<br>SOURCE :<br><a href=""https://t.me/novostiniko/41"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/novostiniko/41</span><span class=""invisible""></span></a> <br>Media :  <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_32.html#581393"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_32.html#581393</span></a></p>",2023-10-19 00:08:38+00:00,[],[],0,0
160,111258772754310658,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-18/47496.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-18/47496.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_7.html#47496"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_7.html#47496</span></a></p>",2023-10-19 00:08:36+00:00,[],[],0,0
163,111258773121118720,"<p>TRANSLATION :</p><p>ORIGINAL :</p><p>SOURCE :<br><a href=""https://t.me/babel/40516"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/babel/40516</span><span class=""invisible""></span></a><br>Бабель <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-18/581304.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-18/581304.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_32.html#581304"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_32.html#581304</span></a></p>",2023-10-19 00:08:40+00:00,[],[],0,0
164,111258773349100151,"<p>TRANSLATION :<br>Region - be careful! The threat of shelling for you<br>ㅤ<br>Send news 👉🏻@Kharkiv_Lifebot<br>👉🏻 SUBSCRIBE<br>ORIGINAL :<br>Область - будьте осторожны! Угроза обстрела для вас  <br>ㅤ  <br>Прислать новость 👉🏻@Kharkiv_Lifebot  <br>👉🏻 ПОДПИСАТЬСЯ<br>SOURCE :<br><a href=""https://t.me/kharkivlife/68985"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/kharkivlife/68985</span><span class=""invisible""></span></a><br>Харьков Life | Харкі <br>Media :  <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_32.html#581230"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_32.html#581230</span></a></p>",2023-10-19 00:08:40+00:00,[],[],0,0
174,111258774466372345,"<p>🇮🇱 <a href=""https://indieweb.social/tags/StandWithIsrael"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>StandWithIsrael</span></a> <a href=""https://indieweb.social/tags/Jewish"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Jewish</span></a></p>",2023-10-19 00:09:29+00:00,[],"[{'name': 'jewish', 'url': 'https://ruhr.social/tags/jewish'}, {'name': 'standwithisrael', 'url': 'https://ruhr.social/tags/standwithisrael'}]",0,0
225,111258791987614857,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-18/47495.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-18/47495.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_7.html#47495"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_7.html#47495</span></a></p>",2023-10-19 00:13:43+00:00,[],[],0,0
227,111258792378628734,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-18/47517.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-18/47517.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_7.html#47517"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_7.html#47517</span></a></p>",2023-10-19 00:13:43+00:00,[],[],0,0
