,id,content,created_at,mentions,tags,favourites_count,replies_count
132,111241782944806981,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47154.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47154.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47154"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47154</span></a></p>",2023-10-16 00:08:09+00:00,[],[],0,0
134,111241783346971752,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47154.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47154.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47154"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47154</span></a></p>",2023-10-16 00:08:09+00:00,[],[],0,0
135,111241783556051487,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47132.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47132.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47132"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47132</span></a></p>",2023-10-16 00:08:09+00:00,[],[],0,0
138,111241784046375504,"<p>TRANSLATION :<br>As of now, nothing is flying to Mykolaiv<br>  <br>Threat of Shahedis for Kirovohrad region, enemy also drops bombs on Kherson region<br>  <br>Follow the situation - <a href=""https://t.me/+tt4dJjooRJIxNjAy"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/+tt4dJjooRJIxNjAy</span><span class=""invisible""></span></a><br>  <br>Send news to @niko9_bot<br>👉 SUBSCRIBE<br>ORIGINAL :<br>Станом на зараз на Миколаїв нічого не летить  <br>  <br>З <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-15/578932.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-15/578932.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_27.html#578932"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_27.html#578932</span></a></p>",2023-10-16 00:08:11+00:00,[],[],0,0
139,111241784335323032,"<p>TRANSLATION :<br>💡From 9:00 to 17:00 on Monday, October 16, there will be no electricity in the villages of Pokotylivka, Vysokyi and Nova Berezivka in Kharkiv district<br>  <br>The reason is scheduled repair work, according to the Vysoky village council.  <br>ㅤ<br>Send news to @Kharkiv_Lifebot<br>👉 SUBSCRIBE<br>ORIGIN <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-15/578809.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-15/578809.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_27.html#578809"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_27.html#578809</span></a></p>",2023-10-16 00:08:11+00:00,[],[],0,0
140,111241784549032973,"<p>TRANSLATION :<br>Several groups of ""Shahed"" from Kherson region heading towards Mykolaiv region!  - Air Force of the Armed Forces of Ukraine<br>  <br><a href=""https://t.me/operativnoZSU"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU</span><span class=""invisible""></span></a><br>ORIGINAL :<br>Кілька груп ""Шахедів"" з Херсонщини у напрямку Миколаївщини!  - Повітряні Сили ЗС України   <br>  <br><a href=""https://t.me/operativnoZSU"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU</span><span class=""invisible""></span></a> <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-15/578926.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-15/578926.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_27.html#578926"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_27.html#578926</span></a></p>",2023-10-16 00:08:11+00:00,[],[],0,0
185,111241802915185308,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47131.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47131.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47131"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47131</span></a></p>",2023-10-16 00:13:11+00:00,[],[],0,0
187,111241803188881927,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47153.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47153.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47153"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47153</span></a></p>",2023-10-16 00:13:11+00:00,[],[],0,0
190,111241803853451965,"<p>TRANSLATION :<br>⚡ A rocket hit the United Nations headquarters in the Lebanese city of Naqoura.  <br>  <br>No one was injured. The UN is currently investigating the source of the missile.   <br>  <br>@babel<br>ORIGINAL :<br>⚡ У штаб-квартиру Організації Обʼєднаних Націй у ліванському місті Ен-Накура влучила ракета.  <br>  <br>Media :  <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_27.html#578810"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_27.html#578810</span></a></p>",2023-10-16 00:13:17+00:00,[],[],0,0
192,111241804118491581,"<p>TRANSLATION :<br>Pokrovsk/district, Donetsk region - elections.  <br>  <br><a href=""https://t.me/operativnoZSU"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU</span><span class=""invisible""></span></a><br>ORIGINAL :<br>Покровськ/р-н, Донеччина - вибyхи.  <br>  <br><a href=""https://t.me/operativnoZSU"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU</span><span class=""invisible""></span></a><br>SOURCE :<br><a href=""https://t.me/operativnoZSU/119185"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/operativnoZSU/119185</span><span class=""invisible""></span></a><br>Оперативний ЗСУ <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-15/578927.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-15/578927.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_27.html#578927"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_27.html#578927</span></a></p>",2023-10-16 00:13:22+00:00,[],[],0,0
235,111241811665200544,<p>vowing on my grandmothers blade... one day i shall read all the emails in my inbox and respond to those requiring action... until that fateful day comes i bide my time</p>,2023-10-16 00:15:39+00:00,[],[],0,0
244,111241820360674669,<p>A couple femboys fucking on a busy city street for a crowd of people. The full vid is 🥵</p>,2023-10-16 00:17:48+00:00,[],[],0,0
251,111241822407185903,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47130.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47130.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47130"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47130</span></a></p>",2023-10-16 00:18:12+00:00,[],[],0,0
252,111241822424014782,"<p>Only on:<br><a href=""https://fansly.com/ShiriAllwood"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">fansly.com/ShiriAllwood</span><span class=""invisible""></span></a><br><a href=""https://shiriallwood.com"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">shiriallwood.com</span><span class=""invisible""></span></a></p>",2023-10-16 00:18:22+00:00,[],[],0,0
254,111241822661169495,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47152.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47152.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47152"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47152</span></a></p>",2023-10-16 00:18:12+00:00,[],[],0,0
256,111241823083380807,"<p>TRANSLATION :<br>Forwarded from Zelenskiy / Official<br>                         <br>                             <br>                          Every day our cities, villages in the border regions with Russia and along the front line are subjected to terrorist attacks by the occupier. And every day we provide a <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-15/578811.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-15/578811.mp4</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_27.html#578811"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_27.html#578811</span></a></p>",2023-10-16 00:18:21+00:00,[],[],0,0
257,111241823311815030,"<p>TRANSLATION :<br>""The biggest worry of all was being there. Being there we were afraid that we were forgotten and no one would remind us about it anymore. I don't know why they don't change them, if the authorities were involved in this somehow, instead of dealing with paving stones, roads, stadiums, p <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-15/578928.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-15/578928.mp4</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_27.html#578928"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_27.html#578928</span></a></p>",2023-10-16 00:18:23+00:00,[],[],0,0
273,111241682776998492,"<p>15: Angel</p><p>Once again I find myself considering tarot cards &lt;_&lt;</p><p><a href=""https://yiff.life/tags/Monsterfucking2023"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Monsterfucking2023</span></a> <a href=""https://yiff.life/tags/Monsterfucktober"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Monsterfucktober</span></a></p>",2023-10-15 23:42:52+00:00,[],"[{'name': 'monsterfucking2023', 'url': 'https://ruhr.social/tags/monsterfucking2023'}, {'name': 'monsterfucktober', 'url': 'https://ruhr.social/tags/monsterfucktober'}]",0,0
297,111241576499837734,"<p>I've seen one too many takes the last week defending Hamas as ""freedom fighters"".</p><p>Just so you're clear on this, the founding covenant of Hamas, the document that is the basis of their entire organization, calls for the extermination not only of Israel as a nation-state, but the actual deaths of all Jewish people worldwide, in order to bring about the End Times. That's not propaganda, that's literally what their own document says.</p><p>You cannot make peace with an organization whose foundational purpose is to murder you. I do not think Westerners understand that Hamas is actually serious about that whole ""no Jews in Palestine because we killed all of them everywhere on Earth"" idea.</p>",2023-10-15 23:15:50+00:00,[],[],0,0
298,111241585824814200,"<p>Wanting a free, internationally recognized Palestine is reasonable -- I even agree with it.</p><p>But the number of LGBTQA+ people I've seen cheering on an organization which would literally rape and murder them and their families if given the chance sickens my queer ass to the bone.</p>",2023-10-15 23:18:13+00:00,[],[],0,0
299,111241682648471663,"<p>Now, I could sit here for an hour and point out 100 things Israel did that they shouldn't do. Settlers pushing people out of their homes? Not fucking cool. Stop doing that shit. But you cannot be expected to make peace with a government which is out to kill you as its main reason for existing -- your options are fight or surrender. <em>How</em> to fight is open to debate -- I would make difference decisions, as would you.</p>",2023-10-15 23:42:50+00:00,[],[],0,0
324,111241756069323038,<p>antlered crane bronze from the tomb of Marquis Yi of Zeng (dated some time after 433 BC)</p>,2023-10-16 00:01:30+00:00,[],[],0,0
339,111241851693367014,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47151.MP4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47151.MP4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47151"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47151</span></a></p>",2023-10-16 00:25:38+00:00,[],[],0,0
343,111241852157400236,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47129.MOV"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47129.MOV</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47129"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47129</span></a></p>",2023-10-16 00:25:38+00:00,[],[],0,0
345,111241852594423763,"<p>TRANSLATION :<br>Propaganda has so badly polluted the brains of Russians that they are afraid to say certain words. In Russia, there are never ""explosions,"" only ""pops."" Even if it's so powerful that the house crumbles to pieces. 😝<br>ORIGINAL :<br>Пропаганда так сильно загадила мізки росіян, що ті бояться  <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-15/578929.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-15/578929.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_27.html#578929"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_27.html#578929</span></a></p>",2023-10-16 00:25:44+00:00,[],[],0,0
346,111241852939097929,"<p>TRANSLATION :</p><p>ORIGINAL :</p><p>SOURCE :<br><a href=""https://t.me/khersonskaODA/11256"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class="""">t.me/khersonskaODA/11256</span><span class=""invisible""></span></a><br>🇺🇦Херcонська ОДА (ОВА) <br>Media : <a href=""https://ukraine.osintukraine.com/media/2023-10-15/578812.jpg"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/media</span><span class=""invisible"">/2023-10-15/578812.jpg</span></a> <br>Archive : <a href=""https://ukraine.osintukraine.com/2023-10_27.html#578812"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">ukraine.osintukraine.com/2023-</span><span class=""invisible"">10_27.html#578812</span></a></p>",2023-10-16 00:25:44+00:00,[],[],0,0
350,111241855751615539,"<p><a href=""https://mastodon.cf/tags/nsfw"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>nsfw</span></a> <a href=""https://mastodon.cf/tags/pussy"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>pussy</span></a></p>",2023-10-16 00:26:49+00:00,[],"[{'name': 'pussy', 'url': 'https://ruhr.social/tags/pussy'}, {'name': 'nsfw', 'url': 'https://ruhr.social/tags/nsfw'}]",0,0
357,111241858478414546,<p>189）梦到有个男的看上一个女的，女的不鸟他，他找皇帝要了圣旨很得意地上她家<br>她父母都不理解，只有女孩子一个劲朝他砸东西泼东西，结果发现他是个妖怪会隐身<br>他说的一个女孩子的亲戚也是被他害死的，他的真实身份是那个亲戚身上暖玉里的龙灵<br>后面他被揍跑了<br>再后面我的生物钟把我叫醒了</p>,2023-10-16 00:27:32+00:00,[],[],0,0
367,111241862736221325,"<p>Cake: ""Short Skirt Long Jacket"" <a href=""https://www.youtube.com/watch?v=85zV1fpSJQ0"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">youtube.com/watch?v=85zV1fpSJQ</span><span class=""invisible"">0</span></a></p>",2023-10-16 00:28:37+00:00,[],[],0,0
434,111241881239466960,"<p>Video : <a href=""https://videosua.osintukraine.com/media/2023-10-15/47150.mp4"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/medi</span><span class=""invisible"">a/2023-10-15/47150.mp4</span></a> <br>Archive : <a href=""https://videosua.osintukraine.com/2023-10_6.html#47150"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">videosua.osintukraine.com/2023</span><span class=""invisible"">-10_6.html#47150</span></a></p>",2023-10-16 00:32:58+00:00,[],[],0,0
